G,T_C,T_L,Theta,T_A,T_D
64,402.06,7431.19,621.80,28651.80,1.10
64,371.79,7176.12,672.42,16924.55,1.21
64,387.97,7225.97,644.38,29199.88,1.04
64,401.57,7325.18,622.55,27802.40,1.38
64,402.40,7110.40,621.27,27918.96,1.36
64,391.03,7438.29,639.34,21813.49,1.15
64,333.86,6996.64,748.81,24699.71,0.88
64,381.73,7300.40,654.91,21111.92,1.11
64,391.79,7294.56,638.10,27847.77,0.80
64,372.05,7022.64,671.95,23146.41,1.63
