G,T_C,T_L,Theta,T_A,T_D
256,7190.32,1013280.27,401.93,616119.45,3.84
256,7259.79,1031219.91,398.08,596679.93,4.22
256,7293.54,1036024.83,396.24,596357.67,4.41
256,7243.40,1020402.26,398.98,658632.64,4.27
256,7269.79,1031038.73,397.54,623796.32,4.82
256,7278.31,1038489.48,397.07,602488.37,3.32
256,7409.66,1059032.57,390.03,610438.87,4.90
256,7293.64,1037299.06,396.24,610205.84,4.50
256,7342.84,1048360.38,393.58,604816.36,4.04
256,7412.34,1061831.16,389.89,602083.18,5.08
