G,T_C,T_L,Theta,T_A,T_D
16,68.66,375.52,582.55,1706.61,0.37
16,69.35,369.79,576.78,2116.65,0.45
16,68.99,369.46,579.83,2171.31,0.42
16,71.32,387.25,560.82,2164.93,0.46
16,75.70,413.08,528.40,2121.29,0.46
16,72.46,400.22,552.00,1767.18,0.32
16,54.03,310.39,740.28,1122.30,0.35
16,61.21,321.75,653.53,2140.33,0.45
16,62.74,347.96,637.51,1626.15,0.32
16,60.42,338.52,662.03,1339.54,0.45
