G,T_C,T_L,Theta,T_A,T_D
32,194.70,1934.15,462.25,16.32,0.19
32,171.69,1643.74,524.22,15.28,0.20
32,172.45,1648.94,521.90,16.44,0.20
32,189.15,1849.76,475.81,20.03,0.23
32,177.78,1717.31,506.26,23.84,0.20
32,155.68,1543.51,578.12,15.36,0.24
32,145.84,1468.29,617.10,11.56,0.23
32,149.65,1562.25,601.39,9.53,0.21
32,150.61,1609.20,597.55,9.16,0.21
32,185.74,1782.09,484.56,16.03,0.20
