G,T_C,T_L,Theta,T_A,T_D
32,160.68,1695.47,560.13,7051.54,0.71
32,154.29,1618.76,583.33,6994.66,0.59
32,153.58,1591.87,586.00,7022.86,0.52
32,142.03,1508.36,633.68,5705.50,0.56
32,150.04,1645.45,599.82,5530.71,0.64
32,150.76,1646.91,596.98,5786.60,0.69
32,133.13,1308.31,676.04,8254.15,0.52
32,144.69,1571.42,622.02,5429.49,0.63
32,137.30,1389.14,655.51,7058.57,0.62
32,124.37,1280.42,723.63,5544.85,0.49
