G,T_C,T_L,Theta,T_A,T_D
1,8.50,3.50,1176.99,0.79,0.01
1,10.35,4.69,966.21,0.77,0.03
1,9.58,4.15,1043.67,0.83,0.03
1,9.76,4.25,1024.33,0.85,0.03
1,11.77,5.25,849.49,0.94,0.03
1,10.26,4.38,974.85,0.90,0.04
1,11.39,4.69,878.16,1.17,0.03
1,11.41,5.39,876.24,0.73,0.03
1,12.18,5.24,821.26,1.10,0.03
1,11.20,5.14,892.61,0.73,0.03
