G,T_C,T_L,Theta,T_A,T_D
64,401.39,6617.19,622.84,86.10,0.78
64,372.00,6539.14,672.04,83.79,1.05
64,369.04,6740.00,677.44,69.44,0.78
64,364.08,6571.62,686.65,60.34,0.94
64,388.58,6729.12,643.38,52.68,0.95
64,406.03,6687.67,615.72,54.95,0.91
64,373.96,6604.64,668.53,52.62,0.95
64,388.99,6610.11,642.69,72.85,0.93
64,346.52,6519.75,721.46,36.57,0.85
64,350.95,6528.21,712.34,41.10,0.93
