G,T_C,T_L,Theta,T_A,T_D
16,69.85,339.08,572.66,6.40,0.10
16,59.73,294.39,669.66,5.66,0.10
16,66.19,334.14,604.32,5.20,0.11
16,57.70,303.52,693.28,3.47,0.11
16,67.29,365.28,594.41,3.36,0.12
16,52.72,284.13,758.66,3.34,0.08
16,63.90,314.36,625.96,5.26,0.09
16,76.20,384.03,524.93,5.16,0.09
16,58.10,306.58,688.53,4.08,0.09
16,61.61,303.06,649.25,5.07,0.09
