G,T_C,T_L,Theta,T_A,T_D
16,1007.45,15433.07,31.76,25.95,7.23
16,1033.61,15607.69,30.96,26.89,7.67
16,1027.85,15657.75,31.13,27.99,7.19
16,1027.07,15717.75,31.16,27.19,8.40
16,1038.80,15890.81,30.80,25.97,7.44
16,1031.40,15736.11,31.03,26.86,8.30
16,1034.09,15738.30,30.95,26.84,8.03
16,1035.69,15841.61,30.90,27.15,7.31
16,1030.21,15725.69,31.06,27.24,7.90
16,1047.13,16017.45,30.56,26.71,7.04
