,G,T_C,T_L,Theta,T_A,T_D,T_C_p,T_L_p,Theta_p,T_A_p,T_D_p
0,1,-3.942897603595265,-3.8802452109718737,3.9224439686933894,-6.940014813769097,17.85303086436231,0.00339102653449601,0.003730008281851971,0.003497956217548072,6.759113531706148e-05,2.4659329435529732e-08
1,16,5.442217529007503,4.318866158365339,-5.443381587607558,-34.81813607476718,48.97051815991387,0.0004097965074657431,0.0019363855062036934,0.00040917592682152503,6.568700856211195e-11,3.0960154910856157e-12
2,32,6.6475162602731634,4.7767932601109555,-6.531975211390055,-33.219745807982434,58.064063445052646,9.400544184969852e-05,0.0010057709836552066,0.00010738925173249272,9.997064862514555e-11,6.71378557173381e-13
3,64,7.524941374489747,-0.23608532226044254,-7.376090407846954,-28.225219222362096,55.11535360255265,3.5974779352126154e-05,0.8186515397630623,4.2088463917001454e-05,4.277349480716635e-10,1.071917342194889e-12
4,128,-21.902432200999776,-25.97711403446908,23.21535739273549,-35.6616096496692,106.6913548542282,4.068292761352225e-09,8.953889250647226e-10,2.4292125979438678e-09,5.3031369992898066e-11,2.833371961865645e-15
5,256,-16.754279641128747,-15.193610302332068,16.717084567652517,-38.33743705148208,125.88416936736759,4.301871055277765e-08,1.0091440068546853e-07,4.386300665095332e-08,2.7759815177079487e-11,6.399145949759598e-16
