Time,M_C,ExtFrag,IntFrag
1,1.74,273.91,1.24
6,1.90,273.94,1.30
8,2.02,273.94,1.33
9,2.07,273.94,1.35
10,2.52,273.45,1.47
14,2.52,273.45,1.47
15,2.53,273.45,1.44
16,2.56,273.45,1.34
17,2.60,273.45,1.24
18,2.63,273.45,1.16
19,2.66,273.45,1.05
20,2.70,273.45,0.95
21,2.73,273.45,0.86
22,2.76,273.41,0.76
23,2.79,272.79,0.67
24,2.83,272.22,0.57
25,3.85,271.80,1.49
26,3.86,271.77,1.48
27,3.89,271.15,1.38
28,3.92,270.62,1.29
29,3.95,270.07,1.20
30,3.97,269.66,1.14
31,4.00,269.21,1.05
32,4.03,268.77,0.97
33,4.06,268.23,0.88
34,4.08,267.73,0.80
35,4.11,267.23,0.72
36,4.14,266.76,0.64
37,4.17,266.32,0.56
38,5.19,265.91,1.49
39,5.20,265.79,1.46
40,5.23,265.32,1.39
41,5.25,264.95,1.32
42,5.27,264.51,1.25
43,5.30,264.10,1.18
44,5.32,263.66,1.11
45,5.35,263.22,1.04
46,5.37,262.73,0.96
47,5.40,262.34,0.89
48,5.42,261.90,0.83
49,5.44,261.62,0.76
50,5.46,261.24,0.70
51,5.48,260.96,0.64
52,5.50,260.53,0.58
53,5.52,260.12,0.52
54,6.53,259.83,1.48
55,6.56,259.55,1.42
56,6.58,259.08,1.34
57,6.61,258.58,1.26
58,6.63,258.11,1.19
59,6.66,257.69,1.11
60,6.68,257.16,1.03
61,6.71,256.62,0.95
62,6.74,256.20,0.88
63,6.76,255.73,0.80
64,6.79,255.26,0.73
65,6.81,254.82,0.66
66,6.83,254.57,0.59
67,6.86,254.04,0.53
68,7.87,253.82,1.49
69,7.89,253.70,1.45
70,7.91,253.32,1.38
71,7.93,252.84,1.31
72,7.95,252.43,1.25
73,7.98,252.03,1.18
74,8.00,251.63,1.12
75,8.02,251.22,1.06
76,8.04,250.81,0.99
77,8.06,250.41,0.93
78,8.08,250.06,0.87
79,8.11,249.60,0.80
80,8.13,249.29,0.74
81,8.15,248.91,0.68
82,8.17,248.57,0.62
83,8.19,248.22,0.56
84,8.21,247.82,0.50
85,9.22,247.48,1.47
86,9.24,247.28,1.41
87,9.26,246.91,1.36
88,9.28,246.52,1.30
89,9.30,246.16,1.24
90,9.32,245.84,1.19
91,9.34,245.47,1.13
92,9.36,245.11,1.08
93,9.38,244.79,1.02
94,9.40,244.48,0.97
95,9.42,244.13,0.91
96,9.43,243.79,0.86
97,9.45,243.48,0.80
98,9.47,243.16,0.75
99,9.49,242.85,0.70
100,9.50,242.57,0.65
101,9.52,242.23,0.60
102,9.54,241.89,0.55
103,9.56,241.57,0.50
104,10.57,241.23,1.47
105,10.58,241.10,1.43
106,10.60,240.79,1.38
107,10.61,240.48,1.33
108,10.63,240.20,1.29
109,10.65,239.89,1.24
110,10.66,239.59,1.19
111,10.68,239.32,1.15
112,10.69,239.04,1.10
113,10.71,238.74,1.05
114,10.73,238.46,1.01
115,10.74,238.20,0.96
116,10.76,237.94,0.92
117,10.77,237.66,0.87
118,10.79,237.39,0.83
119,10.80,237.13,0.79
120,10.81,236.88,0.75
121,10.83,236.61,0.71
122,10.84,236.33,0.66
123,10.86,236.08,0.62
124,10.87,235.81,0.58
125,10.89,235.57,0.54
126,10.90,235.30,0.50
127,11.91,235.08,1.48
128,11.92,234.92,1.45
129,11.93,234.66,1.41
130,11.95,234.45,1.37
131,11.96,234.21,1.33
132,11.98,233.95,1.29
133,11.99,233.73,1.25
134,12.00,233.47,1.21
135,12.02,233.25,1.17
136,12.03,233.02,1.13
137,12.04,232.77,1.10
138,12.05,232.59,1.06
139,12.07,232.37,1.02
140,12.08,232.15,0.98
141,12.09,231.88,0.94
142,12.11,231.67,0.91
143,12.12,231.45,0.87
144,12.13,231.25,0.84
145,12.14,231.02,0.81
146,12.15,230.83,0.78
147,12.16,230.61,0.74
148,12.18,230.38,0.70
149,12.19,230.14,0.67
150,12.20,229.95,0.63
151,12.21,229.70,0.59
152,12.23,229.46,0.55
153,12.24,229.19,0.52
154,13.25,228.99,1.49
155,13.26,228.93,1.47
156,13.27,228.71,1.44
157,13.28,228.46,1.40
158,13.29,228.27,1.37
159,13.31,228.07,1.33
160,13.32,227.85,1.30
161,13.33,227.66,1.27
162,13.34,227.47,1.24
163,13.35,227.27,1.20
164,13.36,227.09,1.17
165,13.37,226.90,1.14
166,13.38,226.71,1.11
167,13.39,226.51,1.08
168,13.40,226.34,1.05
169,13.41,226.14,1.02
170,13.42,225.98,0.99
171,13.44,225.77,0.96
172,13.45,225.58,0.93
173,13.46,225.38,0.89
174,13.47,225.19,0.86
175,13.48,225.02,0.83
176,13.49,224.82,0.80
177,13.50,224.62,0.77
178,13.51,224.44,0.74
179,13.53,224.22,0.71
180,13.54,224.02,0.68
181,13.55,223.85,0.65
182,13.56,223.70,0.62
183,13.57,223.50,0.60
184,13.58,223.34,0.57
185,13.59,223.15,0.54
186,13.60,222.98,0.51
187,14.60,222.80,1.49
188,14.61,222.70,1.47
189,14.62,222.57,1.44
190,14.63,222.40,1.41
191,14.64,222.24,1.38
192,14.65,222.06,1.36
193,14.66,221.87,1.33
194,14.67,221.70,1.30
195,14.68,221.52,1.28
196,14.69,221.39,1.25
197,14.70,221.22,1.22
198,14.71,221.05,1.20
199,14.72,220.86,1.17
200,14.72,220.73,1.15
201,14.73,220.57,1.12
202,14.74,220.40,1.09
203,14.75,220.22,1.06
204,14.76,220.05,1.03
205,14.77,219.87,1.00
206,14.78,219.74,0.98
207,14.79,219.54,0.95
208,14.80,219.38,0.92
209,14.81,219.19,0.89
210,14.82,219.02,0.86
211,14.83,218.84,0.84
212,14.84,218.65,0.81
213,14.85,218.47,0.78
214,14.86,218.30,0.76
215,14.87,218.14,0.73
216,14.88,217.98,0.71
217,14.88,217.85,0.68
218,14.89,217.69,0.66
219,14.90,217.56,0.63
220,14.91,217.40,0.61
221,14.92,217.26,0.59
222,14.93,217.09,0.56
223,14.93,216.92,0.54
224,14.94,216.83,0.51
225,14.95,216.62,0.49
226,15.96,216.50,1.48
227,15.96,216.43,1.45
228,15.97,216.27,1.43
229,15.98,216.14,1.41
230,15.99,216.04,1.39
231,15.99,215.87,1.37
232,16.00,215.72,1.35
233,16.01,215.62,1.32
234,16.02,215.45,1.30
235,16.03,215.36,1.28
236,16.03,215.19,1.26
237,16.04,215.04,1.23
238,16.05,214.87,1.21
239,16.06,214.74,1.19
240,16.06,214.62,1.17
241,16.07,214.48,1.15
242,16.08,214.35,1.12
243,16.09,214.23,1.10
244,16.09,214.10,1.08
245,16.10,213.94,1.06
246,16.11,213.80,1.03
247,16.12,213.66,1.01
248,16.13,213.50,0.99
249,16.13,213.41,0.97
250,16.14,213.27,0.94
251,16.15,213.09,0.92
252,16.16,212.94,0.90
253,16.17,212.81,0.88
254,16.17,212.69,0.85
255,16.18,212.53,0.83
256,16.19,212.44,0.81
257,16.19,212.31,0.79
258,16.20,212.18,0.77
259,16.21,212.05,0.75
260,16.22,211.91,0.72
261,16.23,211.78,0.70
262,16.23,211.66,0.68
263,16.24,211.53,0.66
264,16.25,211.37,0.63
265,16.26,211.23,0.61
266,16.27,211.08,0.59
267,16.27,210.95,0.56
268,16.28,210.80,0.54
269,16.29,210.63,0.52
270,16.30,210.51,0.50
271,17.30,210.51,1.49
272,17.31,210.48,1.47
273,17.31,210.22,1.45
274,17.32,210.09,1.42
275,17.33,209.95,1.40
276,17.34,209.82,1.38
277,17.34,209.67,1.36
278,17.35,209.54,1.34
279,17.36,209.41,1.32
280,17.37,209.27,1.30
281,17.37,209.14,1.28
282,17.38,209.01,1.26
283,17.39,208.87,1.24
284,17.40,208.73,1.21
285,17.40,208.61,1.19
286,17.41,208.46,1.17
287,17.42,208.33,1.15
288,17.42,208.20,1.13
289,17.43,208.10,1.11
290,17.44,207.98,1.09
291,17.45,207.88,1.07
292,17.45,207.72,1.05
293,17.46,207.61,1.03
294,17.47,207.48,1.01
295,17.47,207.36,0.99
296,17.48,207.23,0.97
297,17.49,207.11,0.95
298,17.49,206.97,0.93
299,17.50,206.88,0.91
300,17.51,206.75,0.89
301,17.52,206.62,0.87
302,17.52,206.48,0.85
303,17.53,206.38,0.83
304,17.54,206.25,0.81
305,17.54,206.12,0.79
306,17.55,206.00,0.77
307,17.56,205.91,0.75
308,17.56,205.77,0.73
309,17.57,205.67,0.71
310,17.58,205.58,0.69
311,17.58,205.43,0.68
312,17.59,205.29,0.65
313,17.60,205.20,0.64
314,17.60,205.07,0.62
315,17.61,204.93,0.59
316,17.62,204.84,0.57
317,17.63,204.70,0.56
318,17.63,204.57,0.54
319,17.64,204.45,0.52
320,17.65,204.33,0.50
321,18.65,204.30,1.49
322,18.66,204.30,1.47
323,18.66,204.05,1.46
324,18.67,203.95,1.44
325,18.67,203.84,1.42
326,18.68,203.71,1.40
327,18.69,203.61,1.38
328,18.69,203.48,1.36
329,18.70,203.38,1.34
330,18.71,203.24,1.33
331,18.71,203.15,1.31
332,18.72,203.05,1.29
333,18.72,202.95,1.27
334,18.73,202.81,1.26
335,18.74,202.72,1.24
336,18.74,202.62,1.22
337,18.75,202.53,1.20
338,18.76,202.41,1.18
339,18.76,202.31,1.16
340,18.77,202.18,1.15
341,18.78,202.09,1.13
342,18.78,201.98,1.11
343,18.79,201.86,1.09
344,18.79,201.76,1.07
345,18.80,201.62,1.05
346,18.81,201.52,1.04
347,18.81,201.42,1.02
348,18.82,201.30,1.00
349,18.83,201.19,0.98
350,18.85,201.08,0.97
351,18.85,200.98,0.95
352,18.86,200.86,0.93
353,18.87,200.76,0.91
354,18.87,200.62,0.89
355,18.88,200.53,0.88
356,18.89,200.41,0.86
357,18.89,200.31,0.84
358,18.90,200.16,0.82
359,18.91,200.07,0.80
360,18.91,199.89,0.78
361,18.92,199.80,0.77
362,18.92,199.73,0.75
363,18.93,199.60,0.73
364,18.94,199.49,0.71
365,18.94,199.39,0.70
366,18.95,199.26,0.68
367,18.95,199.16,0.66
368,18.96,199.05,0.64
369,18.97,198.95,0.63
370,18.97,198.85,0.61
371,18.98,198.76,0.59
372,18.98,198.59,0.58
373,18.99,198.52,0.56
374,19.00,198.38,0.54
375,19.00,198.29,0.52
376,19.01,198.19,0.51
377,19.01,198.09,0.49
378,20.02,198.03,1.48
379,20.02,197.94,1.47
380,20.03,197.82,1.45
381,20.04,197.70,1.43
382,20.04,197.61,1.41
383,20.05,197.52,1.40
384,20.05,197.42,1.38
385,20.06,197.32,1.36
386,20.06,197.23,1.35
387,20.07,197.13,1.33
388,20.08,197.01,1.31
389,20.08,196.91,1.30
390,20.09,196.80,1.28
391,20.09,196.71,1.26
392,20.10,196.61,1.25
393,20.10,196.47,1.23
394,20.11,196.40,1.22
395,20.12,196.30,1.20
396,20.12,196.20,1.18
397,20.13,196.10,1.17
398,20.13,196.01,1.15
399,20.14,195.91,1.13
400,20.14,195.81,1.12
401,20.15,195.70,1.10
402,20.16,195.64,1.08
403,20.16,195.48,1.06
404,20.17,195.38,1.05
405,20.18,195.29,1.03
406,20.18,195.16,1.01
407,20.19,195.04,1.00
408,20.19,194.91,0.98
409,20.20,194.84,0.96
410,20.20,194.74,0.95
411,20.21,194.65,0.93
412,20.22,194.53,0.92
413,20.22,194.43,0.90
414,20.24,194.29,0.85
415,20.24,194.29,0.85
416,20.24,194.29,0.85
417,20.25,194.00,0.82
