G,T_C,T_L,Theta,T_A,T_D
64,6531.99,407083.03,19.60,576.55,1.92
64,6528.12,406829.60,19.61,553.48,1.94
64,6594.03,410934.37,19.41,594.03,1.95
64,6583.61,410562.22,19.44,564.34,1.95
64,6554.37,406911.42,19.53,661.15,1.94
64,6561.50,410010.45,19.51,584.29,1.91
64,6551.72,408629.95,19.54,645.98,1.94
64,6586.35,409858.82,19.43,559.45,1.93
64,6591.06,408088.00,19.42,557.00,1.96
64,6585.51,410290.10,19.44,545.42,1.94
