G,T_C,T_L,Theta,T_A,T_D
1,382.99,377.88,5.22,1.05,0.48
1,375.95,370.45,5.32,0.99,0.71
1,387.26,381.40,5.16,1.10,0.84
1,399.27,393.93,5.01,1.08,0.54
1,394.24,387.86,5.07,1.09,0.58
1,391.57,385.68,5.11,0.96,0.76
1,375.84,370.44,5.32,0.85,0.69
1,380.85,374.40,5.25,1.02,0.64
1,374.35,368.83,5.34,1.08,0.69
1,361.60,356.86,5.53,0.86,0.61
