G,T_C,T_L,Theta,T_A,T_D
32,2214.18,67992.24,28.90,250.35,0.97
32,2228.73,68484.84,28.72,251.67,0.96
32,2177.69,66653.70,29.39,229.06,0.96
32,2261.97,69432.52,28.29,235.08,0.95
32,2228.76,68080.53,28.72,258.91,0.98
32,2188.65,67184.28,29.24,244.29,0.95
32,2254.46,69083.88,28.39,219.77,0.94
32,2246.62,68747.73,28.49,262.04,0.96
32,2160.01,66214.72,29.63,244.13,0.96
32,2164.76,65550.57,29.56,270.38,0.96
