G,T_C,T_L,Theta,T_A,T_D
16,1001.79,15354.03,31.94,81.62,0.47
16,1010.85,15484.29,31.66,72.16,0.48
16,1023.33,15669.25,31.27,77.82,0.44
16,1023.84,15592.37,31.25,75.74,0.56
16,1014.10,15496.90,31.56,77.89,0.45
16,1022.47,15623.91,31.30,74.35,0.45
16,1010.53,15505.47,31.67,71.95,0.44
16,1014.75,15542.71,31.53,85.56,0.47
16,1009.60,15498.82,31.70,80.87,0.59
16,1020.13,15539.63,31.37,82.50,0.45
