G,T_C,T_L,Theta,T_A,T_D
64,6670.45,413294.58,19.19,229.68,39.44
64,6659.74,413469.12,19.22,229.25,38.09
64,6653.56,413520.39,19.24,227.96,41.27
64,6640.49,412125.80,19.28,227.28,38.07
64,6640.21,412249.24,19.28,227.02,42.21
64,6632.94,397453.96,19.30,227.31,37.03
64,6664.08,414260.27,19.21,229.43,38.05
64,6652.38,412640.92,19.24,227.79,37.52
64,6634.85,397181.61,19.29,229.48,43.43
64,6635.39,396838.17,19.29,229.04,39.51
