G,T_C,T_L,Theta,T_A,T_D
128,15939.57,1993194.21,16.06,528.11,88.98
128,15953.05,1992333.13,16.05,526.99,87.65
128,15897.69,1985759.68,16.10,525.10,87.32
128,15950.51,1991733.67,16.05,527.29,83.22
128,15944.13,1992410.30,16.06,530.44,85.14
128,15953.77,1980560.88,16.05,528.47,90.94
128,15928.86,1983746.83,16.07,532.08,82.83
128,15906.32,1986326.55,16.09,525.26,87.04
128,15952.96,1990786.42,16.05,530.12,87.14
128,15905.98,1987752.01,16.09,530.14,86.16
