Time,M_C,ExtFrag,IntFrag
1,0.14,84.31,0.00
2,0.25,84.22,0.00
3,0.38,83.99,0.00
4,0.49,83.41,0.00
5,0.60,82.80,0.00
6,0.71,82.21,0.00
7,0.82,81.63,0.00
8,0.92,81.04,0.00
9,1.02,80.49,0.00
10,1.11,80.02,0.00
11,1.19,79.48,0.00
12,1.28,79.02,0.00
13,1.36,78.61,0.00
14,1.43,78.18,0.00
15,1.50,77.81,0.00
16,1.57,77.45,0.00
17,1.64,77.15,0.00
18,1.71,76.73,0.00
19,1.76,76.48,0.00
20,1.82,76.16,0.00
21,1.88,75.85,0.00
22,1.93,75.50,0.00
23,1.99,75.24,0.00
24,2.04,74.96,0.00
25,2.09,74.67,0.00
26,2.14,74.41,0.00
27,2.19,74.12,0.00
28,2.24,73.92,0.00
29,2.29,73.62,0.00
30,2.33,73.41,0.00
31,2.38,73.20,0.00
32,2.43,72.84,0.00
33,2.47,72.70,0.00
34,2.52,72.40,0.00
35,2.56,72.18,0.00
36,2.60,71.95,0.00
37,2.64,71.72,0.00
38,2.68,71.48,0.00
39,2.73,71.28,0.00
40,2.77,71.09,0.00
41,2.80,70.83,0.00
42,2.84,70.67,0.00
43,2.88,70.46,0.00
44,2.92,70.18,0.00
45,2.96,70.00,0.00
46,3.00,69.77,0.00
47,3.03,69.61,0.00
48,3.07,69.40,0.00
49,3.11,69.19,0.00
50,3.14,69.00,0.00
51,3.18,68.80,0.00
52,3.21,68.59,0.00
53,3.25,68.41,0.00
54,3.28,68.20,0.00
55,3.31,67.95,0.00
56,3.35,67.73,0.00
57,3.38,67.60,0.00
58,3.42,67.42,0.00
59,3.45,67.26,0.00
60,3.48,67.08,0.00
61,3.51,66.89,0.00
62,3.54,66.70,0.00
63,3.57,66.52,0.00
64,3.60,66.34,0.00
65,3.63,66.09,0.00
66,3.67,66.00,0.00
67,3.69,65.83,0.00
68,3.72,65.70,0.00
69,3.75,65.50,0.00
70,3.78,65.36,0.00
71,3.81,65.21,0.00
72,3.84,65.06,0.00
73,3.87,64.87,0.00
74,3.90,64.74,0.00
75,3.93,64.58,0.00
76,3.96,64.34,0.00
77,3.98,64.23,0.00
78,4.01,64.05,0.00
79,4.04,63.91,0.00
80,4.07,63.71,0.00
81,4.10,63.55,0.00
82,4.12,63.45,0.00
83,4.15,63.31,0.00
84,4.17,63.12,0.00
85,4.20,63.01,0.00
86,4.23,62.88,0.00
87,4.25,62.71,0.00
88,4.28,62.55,0.00
89,4.30,62.40,0.00
90,4.33,62.26,0.00
91,4.36,62.11,0.00
92,4.38,62.01,0.00
93,4.40,61.80,0.00
94,4.43,61.71,0.00
95,4.45,61.62,0.00
96,4.48,61.48,0.00
97,4.50,61.38,0.00
98,4.53,61.20,0.00
99,4.55,61.09,0.00
100,4.57,60.96,0.00
101,4.60,60.82,0.00
102,4.62,60.66,0.00
103,4.64,60.53,0.00
104,4.67,60.38,0.00
105,4.69,60.23,0.00
106,4.71,60.12,0.00
107,4.74,60.02,0.00
108,4.76,59.89,0.00
109,4.78,59.77,0.00
110,4.81,59.61,0.00
111,4.83,59.43,0.00
112,4.85,59.30,0.00
113,4.87,59.15,0.00
114,4.89,59.05,0.00
115,4.92,58.95,0.00
116,4.94,58.85,0.00
117,4.96,58.71,0.00
118,4.98,58.53,0.00
119,5.01,58.47,0.00
120,5.03,58.31,0.00
121,5.05,58.10,0.00
122,5.07,58.04,0.00
123,5.09,57.94,0.00
124,5.11,57.78,0.00
125,5.13,57.69,0.00
126,5.16,57.62,0.00
127,5.18,57.48,0.00
128,5.20,57.38,0.00
129,5.22,57.26,0.00
130,5.24,57.15,0.00
131,5.26,57.05,0.00
132,5.28,56.95,0.00
133,5.30,56.84,0.00
134,5.32,56.73,0.00
135,5.34,56.62,0.00
136,5.36,56.50,0.00
137,5.39,56.32,0.00
138,5.41,56.22,0.00
139,5.43,56.09,0.00
140,5.45,55.98,0.00
141,5.46,55.85,0.00
142,5.48,55.78,0.00
143,5.50,55.67,0.00
144,5.52,55.58,0.00
145,5.54,55.48,0.00
146,5.56,55.37,0.00
147,5.58,55.27,0.00
148,5.60,55.13,0.00
149,5.62,54.96,0.00
150,5.64,54.88,0.00
151,5.66,54.78,0.00
152,5.68,54.67,0.00
153,5.70,54.56,0.00
154,5.71,54.48,0.00
155,5.73,54.34,0.00
156,5.75,54.27,0.00
157,5.77,54.16,0.00
158,5.79,54.07,0.00
159,5.81,54.01,0.00
160,5.82,53.88,0.00
161,5.84,53.75,0.00
162,5.86,53.69,0.00
163,5.88,53.55,0.00
164,5.90,53.41,0.00
165,5.92,53.35,0.00
166,5.93,53.25,0.00
167,5.95,53.13,0.00
168,5.97,53.05,0.00
169,5.99,52.95,0.00
170,6.01,52.82,0.00
171,6.03,52.73,0.00
172,6.05,52.60,0.00
173,6.07,52.51,0.00
174,6.08,52.42,0.00
175,6.10,52.33,0.00
176,6.12,52.26,0.00
177,6.14,52.09,0.00
178,6.16,51.99,0.00
179,6.17,51.86,0.00
180,6.19,51.80,0.00
181,6.21,51.73,0.00
182,6.23,51.62,0.00
183,6.24,51.52,0.00
184,6.26,51.45,0.00
185,6.28,51.34,0.00
186,6.29,51.27,0.00
187,6.31,51.16,0.00
188,6.33,51.09,0.00
189,6.34,51.01,0.00
190,6.36,50.90,0.00
191,6.38,50.80,0.00
192,6.39,50.69,0.00
193,6.41,50.60,0.00
194,6.43,50.50,0.00
195,6.44,50.43,0.00
196,6.46,50.30,0.00
197,6.47,50.23,0.00
198,6.49,50.16,0.00
199,6.51,50.07,0.00
200,6.52,49.98,0.00
201,6.54,49.88,0.01
202,6.56,49.81,0.01
203,6.57,49.73,0.01
204,6.59,49.62,0.01
