G,T_C,T_L,Theta,T_A,T_D
256,1781.21,631286.05,1437.22,2827.98,55.29
256,1755.38,634942.68,1458.37,2856.70,68.99
256,1732.99,629150.40,1477.22,2573.46,49.12
256,1763.99,634954.49,1451.26,3066.57,67.02
256,1768.08,628797.34,1447.90,2736.21,70.58
256,1795.02,631372.04,1426.16,2248.11,68.18
256,1766.84,633563.46,1448.91,2624.23,70.94
256,1772.79,636421.74,1444.05,2628.28,67.47
256,1761.01,630833.80,1453.71,2546.42,69.18
256,1767.57,631307.92,1448.32,2488.66,71.44
