Time,M_C,ExtFrag,IntFrag
1,80.28,15.77,80.17
28,157.77,15.77,152.88
34,168.45,15.77,163.50
38,195.17,15.77,190.21
50,251.28,15.77,243.83
62,299.38,15.77,289.59
67,302.05,15.77,292.25
70,347.48,15.77,337.64
85,387.56,15.76,375.35
88,387.56,15.76,375.34
89,419.62,15.76,407.37
105,451.68,15.76,435.74
107,462.37,15.76,446.38
111,467.72,15.76,451.70
114,478.40,15.76,462.35
143,521.16,15.76,494.45
144,523.83,15.75,497.05
147,531.84,15.75,505.04
150,531.84,15.75,505.02
151,539.86,15.75,512.93
154,542.53,15.75,515.58
156,547.88,15.75,520.89
159,553.22,15.75,526.18
162,558.57,15.75,531.48
210,601.32,15.72,554.92
211,603.99,15.72,557.57
213,609.34,15.72,562.85
216,612.01,15.72,565.48
219,612.01,15.72,565.46
220,617.35,15.72,570.68
256,638.73,15.72,577.27
257,638.73,15.72,577.24
258,644.07,15.72,582.36
260,644.07,15.72,582.30
261,649.42,15.72,587.54
263,649.42,15.72,587.49
264,654.76,15.72,592.79
267,657.44,15.70,595.26
306,668.13,15.70,589.61
307,668.13,15.70,589.44
308,670.80,15.70,591.77
309,670.80,15.70,591.74
310,670.80,15.70,591.71
311,673.47,15.70,594.07
312,673.47,15.70,594.03
313,676.14,15.70,596.66
315,676.14,15.70,596.59
316,678.82,15.70,599.25
318,678.82,15.70,599.21
319,681.49,15.70,601.77
321,681.49,15.70,601.70
322,681.49,15.70,601.47
323,684.16,15.70,603.77
324,684.16,15.70,603.75
325,684.16,15.70,603.71
395,684.17,15.64,572.82
396,684.17,15.64,572.75
397,684.17,15.64,572.52
398,684.17,15.64,572.16
399,684.17,15.64,571.83
400,684.17,15.64,571.47
401,684.17,15.64,571.16
402,684.17,15.64,570.85
403,684.17,15.64,570.52
404,684.17,15.64,570.19
405,684.17,15.64,569.85
406,684.17,15.64,569.52
407,684.17,15.64,569.21
408,684.18,15.64,568.83
409,684.18,15.64,568.53
410,684.18,15.64,568.18
477,684.18,15.61,538.83
478,684.18,15.61,538.53
479,684.18,15.61,538.21
480,684.18,15.60,537.82
481,684.18,15.60,537.50
482,684.19,15.60,537.14
483,684.19,15.60,536.78
484,684.19,15.60,536.47
485,684.19,15.60,536.14
486,684.19,15.60,535.83
487,684.19,15.60,535.50
488,684.19,15.60,535.16
489,684.19,15.60,534.89
490,684.19,15.60,534.54
491,684.19,15.60,534.19
555,684.19,15.60,505.87
556,684.19,15.60,505.83
557,684.19,15.60,505.58
558,684.19,15.60,505.27
559,684.19,15.60,504.92
560,684.19,15.60,504.62
561,684.20,15.60,504.26
562,684.20,15.60,503.93
563,684.20,15.60,503.62
564,684.20,15.60,503.31
565,684.20,15.60,503.01
566,684.20,15.60,502.66
606,684.20,15.57,484.80
607,684.20,15.57,484.78
608,684.20,15.57,484.50
609,684.20,15.57,484.19
610,684.20,15.57,483.85
611,684.20,15.57,483.47
612,684.20,15.57,483.11
613,684.20,15.57,482.82
614,684.20,15.57,482.46
615,684.20,15.57,482.09
616,684.20,15.57,481.78
617,684.20,15.56,481.44
618,684.21,15.56,481.10
619,684.21,15.56,480.74
620,684.21,15.56,480.40
621,684.21,15.56,480.09
672,684.21,15.56,457.65
673,684.21,15.56,457.46
674,684.21,15.56,457.15
675,684.21,15.56,456.79
676,684.21,15.56,456.49
677,684.21,15.56,456.14
678,684.21,15.56,455.84
679,684.21,15.56,455.51
680,684.21,15.56,455.19
681,684.21,15.56,454.89
682,684.21,15.56,454.52
683,684.21,15.56,454.18
684,684.21,15.56,453.88
685,684.21,15.56,453.52
686,684.21,15.56,453.16
735,684.21,15.56,431.33
736,684.21,15.56,431.18
737,684.21,15.56,430.88
738,684.21,15.56,430.51
739,684.21,15.56,430.12
740,684.22,15.56,429.80
741,684.22,15.56,429.49
742,684.22,15.56,429.13
743,684.22,15.56,428.81
744,684.22,15.56,428.48
745,684.22,15.56,428.16
746,684.22,15.56,427.85
747,684.22,15.56,427.46
748,684.22,15.56,427.13
749,684.22,15.56,426.79
750,684.22,15.56,426.41
751,684.22,15.56,426.07
784,684.22,15.56,411.66
785,684.22,15.56,411.43
786,684.22,15.56,411.11
787,684.22,15.56,410.77
788,684.22,15.56,410.40
789,684.22,15.56,410.12
790,684.22,15.56,409.75
791,684.22,15.56,409.42
792,684.22,15.56,409.09
793,684.22,15.56,408.77
794,684.22,15.56,408.41
795,684.22,15.56,408.09
843,684.22,15.53,386.89
844,684.23,15.53,386.66
845,684.23,15.53,386.34
846,684.23,15.53,386.00
847,684.23,15.53,385.64
848,684.23,15.53,385.37
849,684.23,15.53,385.06
850,684.23,15.53,384.73
851,684.23,15.53,384.44
852,684.23,15.53,384.10
853,684.23,15.53,383.75
854,684.23,15.53,383.40
855,684.23,15.52,383.08
856,684.23,15.52,382.74
907,684.24,15.52,360.19
908,684.24,15.52,359.86
909,684.24,15.52,359.52
910,684.24,15.52,359.22
911,684.24,15.52,358.85
912,684.24,15.52,358.52
913,684.24,15.52,358.22
914,684.24,15.52,357.90
915,684.24,15.52,357.55
916,684.24,15.52,357.22
917,684.24,15.52,356.89
918,684.24,15.52,356.58
919,684.24,15.52,356.28
920,684.24,15.52,355.94
921,684.24,15.52,355.63
