G,T_C,T_L,Theta,T_A,T_D
64,572.47,52113.66,1117.95,121.08,9.99
64,592.87,54764.80,1079.50,135.97,8.69
64,600.94,54964.15,1064.99,142.88,8.90
64,598.01,54933.82,1070.22,126.97,9.65
64,605.16,55533.00,1057.57,149.93,7.91
64,595.15,55240.39,1075.35,138.53,9.38
64,606.70,55365.18,1054.89,140.10,10.03
64,599.94,54938.11,1066.77,160.15,10.14
64,602.62,55696.17,1062.03,128.65,9.20
64,592.63,54190.70,1079.94,144.74,10.71
