,G,T_C,T_L,Theta,T_A,T_D,T_C_p,T_L_p,Theta_p,T_A_p,T_D_p
0,1,-9.109370131722418,-4.257435581594767,8.84876639768943,1.9811494900271813,12.943664919120145,7.733893738850499e-06,0.002119133834166554,9.805576093255187e-06,0.07891343585760703,4.030473630456911e-07
1,16,-2.604990490399036,-1.6859124808979788,2.4224876757322047,4.990909435035586,11.747022547911948,0.028503972091355738,0.12609184743387747,0.038453428637636795,0.0007481982269428228,9.23033268523014e-07
2,32,-2.1673374997807855,-1.8289274869424936,2.1233125668676642,0.793857497417767,8.718478416656854,0.05836601032373404,0.10066689519323467,0.06269922415400954,0.447702832499682,1.1064611039156567e-05
3,64,-15.779649207385274,-13.519126931733785,15.82745200872643,-1.3739413969427487,12.54537008988762,7.259305055029511e-08,2.772693425340029e-07,7.070434939433206e-08,0.20270629510418214,5.268449015937381e-07
4,128,-4.457615768238104,-4.252985985890774,4.143560152417159,-4.0521437465549015,2.125126150853501,0.001582693095536763,0.0021330667513518677,0.0025083071319204407,0.0028756561437848884,0.06251472113196406
5,256,-6.322325297750143,-11.888564133960152,6.474295805045808,-5.931113568164831,-6.640851806017234,0.00013729885850603295,8.33646388356906e-07,0.00011483729792998128,0.00022041893804700043,9.472581881393704e-05
