G,T_C,T_L,Theta,T_A,T_D
1,4.23,4.85,2363.60,0.78,0.47
1,3.82,4.30,2619.98,0.71,0.42
1,3.65,4.16,2737.47,0.65,0.39
1,3.07,3.44,3256.56,0.60,0.37
1,3.12,3.68,3202.84,0.57,0.30
1,3.36,3.92,2974.98,0.69,0.33
1,3.32,3.78,3011.76,0.52,0.43
1,3.22,3.79,3101.31,0.61,0.26
1,3.07,3.46,3262.07,0.58,0.41
1,3.16,3.60,3168.87,0.62,0.35
