Time,M_C,ExtFrag,IntFrag
1,0.65,6.02,0.00
2,1.28,5.39,0.00
3,2.09,4.57,0.00
4,2.74,3.86,0.00
5,0.62,6.05,0.00
6,1.53,5.13,0.00
7,2.31,4.35,0.00
8,0.01,6.63,0.00
9,0.73,5.93,0.00
10,1.61,5.04,0.00
11,2.49,4.16,0.00
12,0.32,6.34,0.00
13,1.29,5.35,0.00
14,2.35,4.27,0.00
15,0.22,6.44,0.00
16,1.16,5.49,0.00
17,2.19,4.43,0.00
18,0.11,6.56,0.00
19,0.95,5.70,0.00
20,1.88,4.76,0.00
21,2.77,3.76,0.00
22,0.68,5.98,0.00
23,1.61,5.03,0.00
24,2.62,4.00,0.00
25,0.37,6.26,0.00
26,1.29,5.32,0.00
27,2.29,4.31,0.00
28,0.21,6.42,0.00
29,1.27,5.34,0.00
30,2.32,4.29,0.00
31,0.14,6.51,0.00
32,1.12,5.50,0.00
33,2.12,4.48,0.00
34,0.03,6.51,0.00
