G,T_C,T_L,Theta,T_A,T_D
32,298.42,13886.17,1072.30,63.25,9.51
32,274.21,12660.93,1167.01,60.15,9.85
32,247.69,11532.46,1291.96,51.22,9.75
32,270.10,12503.45,1184.76,55.36,9.80
32,267.00,12439.48,1198.49,55.62,10.08
32,263.91,12274.93,1212.55,56.41,9.67
32,229.70,10982.49,1393.11,45.37,5.50
32,226.92,10723.97,1410.19,47.14,7.72
32,239.96,11292.82,1333.53,49.84,7.38
32,259.61,12150.71,1232.61,54.47,7.78
