G,T_C,T_L,Theta,T_A,T_D
128,1047.44,192164.81,1222.02,676.79,26.58
128,1053.51,192291.43,1214.98,682.00,36.54
128,946.56,172344.88,1352.27,487.58,37.59
128,1046.04,190234.57,1223.66,611.29,35.37
128,1051.59,189422.58,1217.21,732.58,38.98
128,1054.25,190625.26,1214.13,642.70,37.64
128,1046.64,191068.28,1222.96,686.92,35.66
128,1041.29,191467.06,1229.24,698.08,25.61
128,1056.29,192334.44,1211.79,654.03,35.35
128,1062.63,193162.86,1204.56,625.10,37.97
