G,T_C,T_L,Theta,T_A,T_D
128,1056.22,193497.31,1211.87,688.93,19.33
128,1089.77,197510.08,1174.56,748.16,23.26
128,1095.59,199123.69,1168.32,802.49,26.25
128,1075.37,194661.41,1190.29,717.24,27.67
128,1106.30,202616.37,1157.01,758.05,26.16
128,1113.91,201764.77,1149.10,850.79,23.90
128,1089.19,200897.90,1175.18,723.43,19.51
128,1134.16,201961.86,1128.59,842.26,36.15
128,1124.66,202246.12,1138.12,784.99,29.75
128,1088.61,196940.60,1175.81,772.30,49.34
