Time,M_C,ExtFrag,IntFrag
1,77.54,14.87,77.49
16,82.89,14.84,82.80
19,85.56,14.84,85.47
22,88.23,14.84,88.14
30,130.99,14.80,130.69
34,144.35,14.80,144.04
39,155.04,14.80,154.72
42,160.38,14.80,160.06
46,168.40,14.79,167.78
49,168.40,14.79,167.75
50,171.07,14.79,170.22
52,171.07,14.79,170.20
53,171.08,14.79,169.88
54,171.08,14.79,169.59
55,171.08,14.79,169.30
56,171.08,14.79,168.95
57,171.08,14.78,168.64
58,171.08,14.78,168.33
59,171.08,14.78,168.01
60,171.08,14.78,167.68
61,171.08,14.78,167.40
62,171.08,14.78,167.11
63,171.08,14.78,166.76
64,171.08,14.78,166.40
65,171.08,14.78,166.08
66,171.08,14.78,165.81
67,171.08,14.78,165.48
68,171.08,14.78,165.18
69,171.08,14.78,164.86
70,171.08,14.78,164.53
71,171.08,14.78,164.20
72,171.08,14.78,163.89
73,171.09,14.78,163.59
74,171.09,14.78,163.30
75,171.09,14.78,163.02
76,171.09,14.78,162.66
77,171.09,14.78,162.33
78,171.09,14.77,162.03
79,171.09,14.77,161.69
80,171.09,14.77,161.36
81,171.09,14.77,161.06
82,171.09,14.77,160.75
83,171.09,14.77,160.44
84,171.09,14.77,160.14
85,171.09,14.77,159.82
86,171.09,14.77,159.50
87,171.09,14.77,159.17
88,171.09,14.77,158.86
89,171.09,14.77,158.54
90,171.09,14.77,158.25
91,171.09,14.73,157.95
92,171.09,14.73,157.63
93,171.09,14.73,157.34
94,171.09,14.73,157.02
95,171.09,14.73,156.70
96,171.09,14.73,156.39
97,171.09,14.73,156.06
98,171.09,14.73,155.77
99,171.09,14.73,155.43
100,171.09,14.73,155.11
101,171.09,14.73,154.79
102,171.09,14.73,154.48
103,171.10,14.70,154.16
104,171.10,14.70,153.82
105,171.10,14.70,153.52
106,171.10,14.70,153.20
107,171.10,14.70,152.88
108,171.10,14.70,152.62
109,171.10,14.70,152.29
110,171.10,14.70,151.96
111,171.10,14.70,151.64
112,171.10,14.70,151.29
113,171.10,14.70,150.96
114,171.10,14.70,150.67
115,171.10,14.70,150.33
116,171.10,14.70,150.00
117,171.10,14.70,149.70
118,171.10,14.70,149.42
119,171.10,14.70,149.09
120,171.11,14.70,148.80
121,171.11,14.70,148.45
122,171.11,14.70,148.17
123,171.11,14.70,147.86
124,171.11,14.70,147.58
125,171.11,14.70,147.27
126,171.11,14.70,146.99
127,171.11,14.70,146.66
128,171.11,14.70,146.35
129,171.11,14.70,146.02
130,171.11,14.66,145.71
131,171.11,14.66,145.41
132,171.11,14.66,145.10
133,171.11,14.66,144.79
134,171.11,14.66,144.47
135,171.11,14.66,144.12
136,171.11,14.66,143.80
137,171.11,14.66,143.47
138,171.11,14.66,143.17
139,171.11,14.66,142.79
140,171.11,14.66,142.37
141,171.11,14.66,142.12
142,171.11,14.66,141.79
143,171.11,14.66,141.49
144,171.11,14.66,141.19
145,171.11,14.66,140.90
146,171.11,14.66,140.58
147,171.11,14.66,140.28
148,171.11,14.66,139.97
149,171.11,14.66,139.68
150,171.11,14.66,139.37
151,171.11,14.66,139.05
152,171.11,14.66,138.74
153,171.12,14.66,138.43
154,171.12,14.66,138.13
155,171.12,14.66,137.79
156,171.12,14.66,137.50
157,171.12,14.62,137.23
158,171.12,14.62,136.95
159,171.12,14.62,136.61
160,171.12,14.62,136.32
161,171.12,14.62,136.00
162,171.12,14.62,135.69
163,171.12,14.62,135.38
164,171.12,14.62,135.06
165,171.12,14.62,134.72
166,171.12,14.62,134.40
167,171.12,14.62,134.09
168,171.12,14.62,133.75
169,171.12,14.62,133.46
