Time,M_C,ExtFrag,IntFrag
1,0.53,186.80,0.00
2,0.82,186.51,0.00
3,1.18,186.18,0.00
4,1.50,185.81,0.00
5,1.85,185.46,0.00
6,2.15,185.16,0.00
7,2.48,184.83,0.00
8,2.86,184.45,0.00
9,3.18,184.10,0.00
10,3.51,183.77,0.00
11,3.85,183.43,0.00
12,4.14,183.12,0.00
13,4.46,182.79,0.00
14,4.79,182.46,0.00
15,5.14,182.07,0.00
16,5.48,181.74,0.01
17,5.81,181.41,0.01
18,6.10,181.08,0.01
19,6.43,180.73,0.01
20,6.79,180.38,0.01
21,7.11,180.05,0.01
22,7.46,179.67,0.01
23,7.81,179.35,0.01
24,8.15,179.01,0.01
25,8.48,178.67,0.01
26,8.83,178.30,0.01
27,9.10,178.05,0.01
28,9.43,177.68,0.01
29,9.77,177.35,0.01
30,10.11,177.01,0.01
31,10.47,176.64,0.01
32,10.80,176.30,0.01
33,11.17,175.93,0.01
34,11.53,175.56,0.01
35,11.90,175.19,0.01
36,12.19,174.91,0.01
37,12.52,174.54,0.01
38,12.89,174.15,0.01
39,13.20,173.88,0.01
40,13.52,173.55,0.01
41,13.84,173.21,0.01
42,14.21,172.81,0.01
43,14.54,172.47,0.01
44,14.83,172.21,0.01
45,15.15,171.86,0.01
46,15.48,171.53,0.01
47,15.80,171.25,0.02
48,16.15,170.87,0.02
49,16.47,170.54,0.02
50,16.78,170.23,0.02
51,17.12,169.88,0.02
52,17.50,169.48,0.02
53,17.79,169.20,0.02
54,18.12,168.84,0.02
55,18.44,168.55,0.02
56,18.77,168.20,0.02
57,19.11,167.88,0.02
58,19.43,167.55,0.02
59,19.76,167.22,0.02
60,20.08,166.86,0.02
61,20.36,166.59,0.02
62,20.73,166.21,0.02
63,21.05,165.88,0.02
64,21.41,165.51,0.02
65,21.74,165.19,0.02
66,22.08,164.84,0.02
67,22.38,164.54,0.02
68,22.73,164.20,0.02
69,23.05,163.85,0.02
70,23.37,163.54,0.02
71,23.68,163.20,0.02
72,24.01,162.86,0.02
73,24.38,162.49,0.02
74,24.75,162.13,0.02
75,25.00,161.88,0.02
76,25.34,161.52,0.02
77,25.63,161.23,0.02
78,25.98,160.87,0.02
79,26.29,160.56,0.03
80,26.65,160.17,0.03
81,27.00,159.87,0.03
82,27.31,159.52,0.03
83,27.66,159.20,0.03
84,28.02,158.78,0.03
85,28.36,158.44,0.03
86,28.74,158.05,0.03
87,29.11,157.69,0.03
88,29.46,157.34,0.03
89,29.82,156.91,0.03
90,30.15,156.62,0.03
91,30.48,156.28,0.03
92,30.81,155.95,0.03
93,31.16,155.62,0.03
94,31.51,155.26,0.03
95,31.90,154.84,0.03
96,32.23,154.52,0.03
97,32.55,154.17,0.03
98,32.89,153.85,0.03
99,33.24,153.49,0.03
100,33.56,153.17,0.03
101,33.91,152.80,0.03
102,34.24,152.44,0.03
103,34.58,152.11,0.03
104,34.94,151.74,0.03
105,35.31,151.40,0.03
106,35.68,151.00,0.03
107,36.01,150.66,0.03
108,36.34,150.31,0.04
109,36.74,149.93,0.04
110,37.13,149.52,0.04
111,37.54,149.09,0.04
112,37.95,148.68,0.04
113,38.34,148.29,0.04
114,38.78,147.87,0.04
115,39.23,147.38,0.04
116,39.68,146.91,0.04
117,40.15,146.47,0.04
118,40.55,146.05,0.04
119,40.97,145.61,0.04
120,41.39,145.19,0.04
121,41.81,144.79,0.04
122,42.25,144.33,0.04
123,42.71,143.84,0.04
124,43.13,143.44,0.04
125,43.57,142.99,0.04
126,43.97,142.56,0.04
127,44.40,142.09,0.04
128,44.82,141.72,0.04
129,45.27,141.22,0.04
130,45.69,140.80,0.04
131,46.13,140.37,0.04
132,46.53,139.97,0.05
133,46.93,139.58,0.05
134,47.42,139.05,0.05
135,47.91,138.55,0.05
136,48.33,138.16,0.05
137,48.74,137.74,0.05
138,49.16,137.29,0.05
139,49.58,136.88,0.05
140,49.98,136.46,0.05
141,50.40,136.04,0.05
142,50.84,135.58,0.05
143,51.29,135.13,0.05
144,51.71,134.69,0.05
145,52.20,134.23,0.05
146,52.63,133.77,0.05
147,53.07,133.36,0.05
148,53.51,132.91,0.05
149,53.95,132.44,0.05
150,54.39,132.01,0.05
151,54.81,131.55,0.05
152,55.25,131.09,0.05
153,55.72,130.63,0.05
154,56.16,130.15,0.05
155,56.63,129.67,0.05
156,57.03,129.24,0.06
157,57.43,128.88,0.06
158,57.86,128.42,0.06
159,58.27,128.03,0.06
160,58.69,127.62,0.06
161,59.12,127.16,0.06
162,59.53,126.74,0.06
163,59.94,126.33,0.06
164,60.33,125.94,0.06
165,60.73,125.53,0.06
166,61.07,125.19,0.06
167,61.46,124.79,0.06
168,61.87,124.36,0.06
169,62.32,123.88,0.06
170,62.70,123.52,0.06
171,63.16,123.05,0.06
172,63.61,122.59,0.06
173,64.02,122.18,0.06
174,64.43,121.73,0.06
175,64.81,121.39,0.06
176,65.16,121.04,0.06
177,65.53,120.66,0.06
178,65.95,120.21,0.06
179,66.40,119.77,0.06
180,66.83,119.33,0.06
181,67.23,118.92,0.07
182,67.64,118.52,0.07
183,68.04,118.09,0.07
184,68.37,117.75,0.07
185,68.76,117.38,0.07
186,69.18,116.97,0.07
187,69.58,116.52,0.07
188,70.01,116.09,0.07
189,70.38,115.73,0.07
190,70.74,115.37,0.07
191,71.08,115.04,0.07
192,71.40,114.70,0.07
193,71.74,114.36,0.07
194,72.08,114.01,0.07
195,72.48,113.58,0.07
196,72.85,113.23,0.07
197,73.18,112.91,0.07
198,73.55,112.51,0.07
199,73.86,112.20,0.07
200,74.19,111.86,0.07
201,74.50,111.56,0.07
202,74.85,111.19,0.07
203,75.19,110.83,0.07
204,75.50,110.56,0.07
205,75.83,110.22,0.07
206,76.13,109.90,0.07
207,76.46,109.59,0.07
208,76.78,109.24,0.07
209,77.12,108.91,0.07
210,77.42,108.58,0.08
211,77.75,108.26,0.08
212,78.08,107.91,0.08
213,78.43,107.56,0.08
214,78.74,107.25,0.08
215,79.05,106.95,0.08
216,79.36,106.62,0.08
217,79.74,106.24,0.08
218,80.08,105.88,0.08
219,80.41,105.55,0.08
220,80.74,105.22,0.08
221,81.09,104.84,0.08
222,81.40,104.55,0.08
223,81.72,104.19,0.08
224,82.06,103.86,0.08
225,82.37,103.53,0.08
226,82.67,103.25,0.08
227,83.03,102.89,0.08
228,83.32,102.59,0.08
229,83.61,102.31,0.08
