Time,M_C,ExtFrag,IntFrag
1,0.61,723.63,0.00
2,0.94,723.31,0.00
3,1.28,722.98,0.00
4,1.62,722.66,0.01
5,1.95,722.30,0.01
6,2.28,721.93,0.01
7,2.62,721.60,0.01
8,2.97,721.23,0.01
9,3.32,720.89,0.01
10,3.65,720.58,0.01
11,4.07,720.10,0.01
12,4.44,719.77,0.01
13,4.78,719.39,0.01
16,6.38,717.76,0.01
17,6.42,717.76,0.01
18,6.82,717.31,0.01
19,7.21,716.94,0.01
20,7.55,716.59,0.01
21,7.91,716.21,0.01
22,8.24,715.92,0.01
23,8.60,715.53,0.01
24,8.95,715.16,0.01
25,9.31,714.82,0.01
26,9.65,714.47,0.01
27,10.06,714.04,0.01
28,10.40,713.68,0.01
29,10.79,713.30,0.01
30,11.18,712.91,0.01
31,11.55,712.51,0.01
32,11.92,712.14,0.02
33,12.22,711.85,0.02
54,21.53,702.33,0.02
55,21.77,702.10,0.03
56,22.10,701.77,0.03
57,22.46,701.41,0.03
58,22.84,701.02,0.03
59,23.11,700.75,0.03
60,23.49,700.33,0.03
61,23.80,700.00,0.03
62,24.15,699.66,0.03
63,24.45,699.37,0.03
64,24.79,699.05,0.03
65,25.14,698.66,0.03
66,25.48,698.34,0.03
67,25.85,697.95,0.03
68,26.19,697.60,0.03
69,26.51,697.30,0.03
70,26.83,696.95,0.03
71,27.19,696.61,0.03
72,27.54,696.22,0.03
73,27.88,695.91,0.03
92,36.44,687.16,0.04
93,36.65,687.00,0.04
94,36.95,686.66,0.04
95,37.26,686.37,0.04
96,37.56,686.07,0.04
97,37.91,685.72,0.04
98,38.26,685.37,0.04
99,38.60,684.98,0.04
100,38.97,684.63,0.04
101,39.29,684.31,0.04
102,39.62,683.99,0.04
103,39.96,683.64,0.04
104,40.34,683.24,0.04
118,46.84,676.60,0.05
119,46.88,676.60,0.05
120,47.21,676.29,0.05
121,47.50,676.00,0.05
122,47.87,675.57,0.05
123,48.20,675.29,0.05
124,48.57,674.88,0.05
125,48.89,674.56,0.05
126,49.24,674.23,0.05
127,49.54,673.94,0.05
128,49.89,673.53,0.05
151,60.41,662.79,0.06
152,60.48,662.77,0.06
153,60.73,662.53,0.06
154,61.10,662.12,0.06
155,61.48,661.72,0.06
156,61.81,661.41,0.06
157,62.13,661.09,0.06
158,62.48,660.73,0.07
159,62.85,660.35,0.07
160,63.23,659.94,0.07
161,63.56,659.62,0.07
162,63.89,659.33,0.07
183,73.36,649.63,0.08
