G,T_C,T_L,Theta,T_A,T_D
16,160.97,3499.64,993.98,25.96,2.31
16,137.41,2993.86,1164.38,21.73,2.32
16,130.74,2897.63,1223.77,20.31,2.14
16,149.55,3313.47,1069.89,24.47,1.90
16,126.34,2766.78,1266.46,26.28,1.99
16,132.59,2932.86,1206.75,21.49,2.07
16,154.54,3413.79,1035.33,24.56,2.36
16,149.97,3267.88,1066.86,23.23,2.12
16,126.70,2793.84,1262.86,20.22,1.96
16,157.89,3611.00,1013.35,24.04,2.17
