G,T_C,T_L,Theta,T_A,T_D
64,533.63,49145.20,1199.33,132.47,18.47
64,541.77,49731.07,1181.32,127.34,19.44
64,557.88,51592.87,1147.19,140.83,19.28
64,558.68,51611.80,1145.56,140.68,17.53
64,545.51,50386.28,1173.22,134.44,19.44
64,556.00,51948.91,1151.09,139.38,13.52
64,538.22,49702.11,1189.10,128.44,18.37
64,554.06,51404.09,1155.11,132.47,16.98
64,548.38,50764.37,1167.07,129.68,16.86
64,539.98,49722.23,1185.23,126.01,19.02
