Time,M_C,ExtFrag,IntFrag
1,3.34,12.27,3.19
2,3.42,11.88,3.04
3,3.56,11.75,2.79
4,3.70,11.75,2.53
5,3.83,11.73,2.28
6,3.96,11.69,2.06
7,4.09,11.58,1.80
8,4.23,11.30,1.55
9,2.67,11.55,1.42
10,2.68,11.55,1.39
11,2.70,11.55,1.33
12,2.72,11.55,1.28
13,2.74,11.55,1.23
14,2.76,11.55,1.17
15,2.78,11.55,1.12
16,2.79,11.55,1.06
17,2.81,11.55,1.01
18,2.83,11.55,0.96
19,2.85,11.55,0.91
20,2.87,11.55,0.86
21,2.88,11.55,0.81
22,2.90,11.53,0.75
23,2.92,11.52,0.71
24,2.94,11.52,0.65
25,2.95,11.51,0.60
26,2.97,11.51,0.55
27,2.99,11.49,0.50
28,3.00,11.46,0.45
29,3.02,11.46,0.40
30,3.04,11.46,0.35
31,3.06,11.45,0.30
32,3.08,11.43,0.24
33,3.09,11.39,0.19
34,3.11,11.38,0.15
35,3.13,11.37,0.10
36,3.14,11.34,0.05
37,1.47,11.48,0.00
38,3.32,12.97,3.25
39,3.37,11.98,3.14
40,3.51,11.84,2.89
41,3.65,11.84,2.63
42,3.77,11.84,2.41
43,3.91,11.80,2.15
44,4.05,11.73,1.89
45,4.19,11.48,1.63
46,3.98,11.38,1.45
47,2.69,11.56,1.38
48,2.71,11.56,1.33
49,2.73,11.56,1.28
50,2.74,11.56,1.24
51,2.76,11.56,1.18
52,2.78,11.56,1.13
53,2.80,11.56,1.08
54,2.81,11.56,1.03
55,2.83,11.56,0.97
56,2.85,11.56,0.91
57,2.87,11.56,0.85
58,2.89,11.56,0.79
59,2.92,11.55,0.73
60,2.94,11.54,0.66
61,2.96,11.51,0.60
62,2.98,11.51,0.54
63,3.00,11.48,0.47
64,3.02,11.48,0.42
65,3.04,11.48,0.37
66,3.06,11.46,0.32
67,3.07,11.45,0.27
68,3.09,11.45,0.22
69,3.11,11.43,0.17
70,3.12,11.40,0.12
71,3.14,11.40,0.07
72,3.16,11.38,0.02
73,2.50,13.27,2.44
74,3.33,12.86,3.24
75,3.42,12.09,3.08
76,3.56,11.97,2.82
77,3.70,11.95,2.57
78,3.72,11.95,2.53
79,3.86,11.91,2.27
80,4.00,11.77,2.01
81,4.14,11.60,1.76
82,4.24,11.50,1.56
83,2.70,11.55,1.40
84,2.71,11.55,1.36
85,2.73,11.55,1.30
86,2.75,11.55,1.25
87,2.77,11.55,1.20
88,2.79,11.55,1.15
89,2.80,11.55,1.09
90,2.82,11.55,1.05
91,2.84,11.55,0.99
92,2.86,11.55,0.94
93,2.88,11.55,0.88
94,2.89,11.54,0.84
95,2.91,11.54,0.78
96,2.93,11.53,0.73
97,2.95,11.53,0.67
98,2.97,11.51,0.62
99,2.99,11.51,0.57
100,3.00,11.51,0.51
101,3.02,11.50,0.46
102,3.04,11.49,0.40
103,3.06,11.48,0.35
104,3.08,11.47,0.29
105,3.10,11.45,0.24
106,3.12,11.44,0.18
107,3.14,11.43,0.12
108,3.16,11.41,0.05
109,0.06,13.34,0.01
110,3.34,12.64,3.24
111,3.43,12.02,3.09
112,3.57,11.94,2.83
113,3.71,11.75,2.57
114,3.83,11.75,2.35
115,3.96,11.75,2.11
116,4.10,11.59,1.85
117,4.23,11.53,1.61
118,4.01,11.38,1.45
119,2.71,11.59,1.39
120,2.73,11.59,1.33
121,2.75,11.59,1.27
122,2.78,11.59,1.21
123,2.79,11.59,1.15
124,2.81,11.59,1.10
125,2.83,11.59,1.05
126,2.85,11.59,1.00
127,2.87,11.59,0.93
128,2.89,11.59,0.88
129,2.91,11.58,0.82
130,2.92,11.58,0.77
131,2.94,11.57,0.72
132,2.96,11.55,0.67
133,2.98,11.55,0.61
134,3.00,11.54,0.57
135,3.02,11.53,0.50
136,3.04,11.49,0.44
137,3.06,11.49,0.39
138,3.07,11.48,0.34
139,3.09,11.45,0.29
140,3.11,11.45,0.24
141,3.13,11.41,0.18
142,3.14,11.41,0.13
143,3.16,11.40,0.08
144,3.18,11.37,0.02
145,2.53,13.22,2.44
146,3.04,12.90,2.94
147,3.46,11.96,3.04
148,3.60,11.84,2.78
149,3.74,11.84,2.53
150,3.86,11.84,2.31
151,4.00,11.69,2.05
152,4.14,11.55,1.81
153,4.27,11.43,1.55
154,2.72,11.52,1.42
155,2.73,11.52,1.37
156,2.75,11.52,1.32
157,2.77,11.52,1.27
158,2.79,11.52,1.21
159,2.81,11.52,1.16
160,2.83,11.52,1.10
161,2.85,11.52,1.05
162,2.86,11.52,0.99
163,2.88,11.52,0.94
164,2.90,11.51,0.88
165,2.92,11.51,0.82
166,2.94,11.50,0.77
167,2.96,11.49,0.71
168,2.98,11.48,0.65
169,3.00,11.48,0.59
