G,T_C,T_L,Theta,T_A,T_D
128,2202.75,152.18,5.81,14.30,3.83
128,2208.04,150.17,5.80,12.87,3.12
128,2189.14,135.59,5.85,11.65,2.79
128,2172.20,134.87,5.89,11.69,2.57
128,2183.51,143.10,5.86,11.91,3.31
128,2179.06,141.85,5.87,14.10,4.03
128,2137.93,136.02,5.99,11.66,4.12
128,2175.00,139.13,5.89,12.50,3.30
128,2175.62,136.67,5.88,11.60,3.99
128,2171.50,139.25,5.89,13.82,3.43
