G,T_C,T_L,Theta,T_A,T_D
64,1105.60,68.77,5.79,7.15,1.81
64,1095.52,62.34,5.84,6.34,1.65
64,1122.23,80.50,5.70,7.36,2.26
64,1102.23,69.26,5.81,6.95,2.26
64,1107.50,71.80,5.78,6.47,1.79
64,1084.19,61.93,5.90,6.30,1.67
64,1094.66,69.40,5.85,5.87,2.04
64,1083.94,64.75,5.90,6.87,1.92
64,1107.75,77.64,5.78,6.81,2.10
64,1116.19,87.80,5.73,9.34,2.26
