G,T_C,T_L,Theta,T_A,T_D
64,1113.39,69.77,5.75,2.64,0.64
64,1088.92,71.19,5.88,2.37,0.75
64,1112.76,70.76,5.75,2.77,0.64
64,1087.76,71.52,5.88,2.15,0.65
64,1114.47,84.56,5.74,2.82,0.68
64,1102.60,57.48,5.80,2.70,0.68
64,1113.09,72.10,5.75,2.51,0.63
64,1086.88,70.27,5.89,2.57,0.64
64,1090.61,69.58,5.87,2.55,0.62
64,1093.43,71.89,5.85,2.32,0.67
