Time,M_C,ExtFrag,IntFrag
1,0.49,49.89,0.00
2,0.75,49.48,0.01
3,0.95,49.40,0.01
4,1.17,49.33,0.01
5,1.31,49.29,0.01
6,1.54,49.11,0.01
7,1.77,48.93,0.01
8,1.99,48.87,0.01
9,2.14,48.70,0.01
10,2.37,48.52,0.01
11,2.60,48.27,0.01
12,2.82,48.03,0.02
13,3.01,47.86,0.02
14,3.26,47.55,0.02
15,3.58,47.12,0.02
16,3.89,46.82,0.02
17,4.14,46.65,0.02
18,4.46,46.40,0.03
19,4.79,45.99,0.03
20,5.11,45.59,0.03
21,5.34,45.37,0.03
22,5.66,45.14,0.03
23,5.98,44.88,0.04
24,6.31,44.48,0.04
25,6.57,44.20,0.04
26,6.90,43.77,0.04
27,7.22,43.40,0.04
28,7.55,43.15,0.05
29,7.76,43.02,0.05
30,7.91,42.94,0.05
31,8.04,42.88,0.05
32,8.17,42.77,0.05
33,8.25,42.72,0.05
34,8.33,42.66,0.05
35,8.41,42.60,0.05
36,8.49,42.53,0.05
37,8.56,42.48,0.05
38,8.64,42.39,0.05
39,8.71,42.32,0.05
40,8.79,42.27,0.06
41,8.86,42.19,0.06
42,8.94,42.13,0.06
43,9.00,42.08,0.06
44,9.07,42.01,0.06
45,9.14,41.96,0.06
46,9.21,41.90,0.06
47,9.29,41.82,0.06
48,9.38,41.76,0.06
49,9.47,41.67,0.06
50,9.55,41.59,0.06
51,9.63,41.52,0.06
52,9.71,41.42,0.06
53,9.78,41.33,0.06
54,9.86,41.27,0.06
55,9.93,41.18,0.06
56,10.00,41.13,0.06
57,10.08,41.02,0.07
58,10.15,40.98,0.07
59,10.23,40.92,0.07
60,10.30,40.84,0.07
61,10.38,40.75,0.07
62,10.47,40.69,0.07
63,10.54,40.61,0.07
64,10.62,40.52,0.07
65,10.69,40.46,0.07
66,10.77,40.35,0.07
67,10.84,40.30,0.07
68,10.91,40.21,0.07
69,10.98,40.14,0.07
70,11.05,40.07,0.07
71,11.13,39.99,0.07
72,11.20,39.93,0.07
73,11.27,39.85,0.07
74,11.35,39.76,0.08
75,11.43,39.69,0.08
76,11.50,39.62,0.08
77,11.55,39.57,0.08
78,11.63,39.46,0.08
79,11.71,39.41,0.08
80,11.78,39.34,0.08
81,11.82,39.30,0.08
82,11.90,39.21,0.08
83,11.97,39.14,0.08
84,12.04,39.06,0.08
85,12.12,38.99,0.08
86,12.20,38.91,0.08
87,12.27,38.83,0.08
88,12.34,38.73,0.08
89,12.42,38.68,0.08
90,12.49,38.62,0.08
91,12.56,38.55,0.08
92,12.64,38.48,0.09
93,12.71,38.39,0.09
94,12.79,38.33,0.09
95,12.86,38.26,0.09
96,12.93,38.19,0.09
97,13.01,38.08,0.09
98,13.09,38.02,0.09
99,13.16,37.95,0.09
100,13.24,37.88,0.09
101,13.30,37.80,0.09
102,13.37,37.72,0.09
103,13.44,37.66,0.09
104,13.52,37.56,0.09
105,13.59,37.51,0.09
106,13.66,37.43,0.09
107,13.73,37.37,0.09
108,13.81,37.30,0.09
109,13.88,37.23,0.10
110,13.96,37.12,0.10
111,14.03,37.05,0.10
112,14.10,36.99,0.10
113,14.13,36.98,0.10
114,14.13,36.98,0.10
115,14.13,36.98,0.10
116,14.13,36.98,0.10
117,14.13,36.98,0.10
