G,T_C,T_L,Theta,T_A,T_D
1,5.33,0.64,18.76,0.05,0.01
1,4.83,0.63,20.72,0.04,0.01
1,5.19,0.55,19.28,0.05,0.02
1,4.75,0.53,21.03,0.05,0.02
1,5.44,0.68,18.38,0.07,0.01
1,4.54,0.61,22.01,0.04,0.01
1,4.99,0.56,20.02,0.04,0.01
1,5.07,0.60,19.72,0.04,0.01
1,5.09,0.55,19.65,0.04,0.01
1,4.70,0.69,21.26,0.04,0.01
