G,T_C,T_L,Theta,T_A,T_D
32,74.12,29.70,43.17,1.21,0.43
32,85.00,36.55,37.65,1.07,0.32
32,83.08,33.77,38.52,1.24,0.33
32,79.60,34.10,40.20,2.26,0.32
32,294.11,83.45,10.88,1.33,0.33
32,301.39,75.73,10.62,1.36,0.32
32,105.66,41.11,30.29,1.07,0.32
32,73.53,35.80,43.52,1.01,0.33
32,73.69,35.98,43.42,1.02,0.32
32,73.40,35.41,43.60,1.07,0.65
