G,T_C,T_L,Theta,T_A,T_D
128,2217.06,139.60,5.77,9.85,1.54
128,2195.59,135.69,5.83,9.56,1.64
128,2225.85,158.96,5.75,10.59,1.48
128,2204.56,140.86,5.81,10.07,1.45
128,2183.41,135.59,5.86,8.28,1.75
128,2220.37,157.04,5.76,9.06,1.99
128,2239.17,157.85,5.72,10.41,1.69
128,2173.06,133.00,5.89,10.03,1.56
128,2192.64,142.58,5.84,12.20,1.58
128,2212.28,142.11,5.79,12.39,1.48
