G,T_C,T_L,Theta,T_A,T_D,T_C_ERR,T_L_ERR,Theta_ERR,T_A_ERR,T_D_ERR
256,33.20,0.00,8117.52,13.52,0.95,2.58,0.00,850.01,1.08,0.07
