G,T_C,T_L,Theta,T_A,T_D,T_C_ERR,T_L_ERR,Theta_ERR,T_A_ERR,T_D_ERR
256,29.88,0.00,8816.22,11.59,1.64,2.45,0.00,621.38,1.07,0.71
