G,T_C,T_L,Theta,T_A,T_D
128,552.01,381.08,463.76,76.93,67.97
128,523.14,375.17,489.35,76.20,63.70
128,485.21,365.72,527.60,66.39,70.76
128,516.04,366.95,496.08,69.08,73.88
128,556.09,380.63,460.36,66.30,75.31
128,593.66,387.93,431.22,78.83,76.39
128,553.79,414.91,462.27,72.38,73.45
128,535.65,373.92,477.92,75.64,74.85
128,544.31,394.87,470.32,63.49,84.99
128,527.13,391.06,485.65,72.53,85.30
