G,T_C,T_L,Theta,T_A,T_D
32,232.48,73.40,275.29,894.70,1.25
32,250.14,115.44,255.86,957.02,1.32
32,206.81,98.45,309.46,794.94,1.29
32,244.64,117.86,261.61,984.08,1.34
32,212.05,76.95,301.82,838.02,1.24
32,254.07,101.96,251.90,1042.75,1.28
32,216.56,99.36,295.54,752.72,1.26
32,215.75,104.97,296.64,793.77,1.28
32,210.15,96.51,304.54,765.39,1.25
32,239.09,119.69,267.68,850.73,1.25
