G,T_C,T_L,Theta,T_A,T_D
64,297.95,192.88,429.60,35.26,42.07
64,292.79,181.90,437.17,39.59,41.56
64,309.94,184.16,412.99,41.21,44.77
64,296.76,180.31,431.32,39.28,44.45
64,298.24,182.26,429.19,36.30,43.89
64,269.40,185.74,475.12,36.37,33.17
64,310.21,179.33,412.63,42.45,44.51
64,300.50,183.34,425.96,38.97,42.42
64,285.56,179.25,448.25,35.84,41.43
64,292.95,187.38,436.93,39.26,42.56
