G,T_C,T_L,Theta,T_A,T_D
32,172.61,80.45,370.78,25.09,21.16
32,149.96,82.34,426.78,21.98,19.84
32,147.12,74.99,435.02,18.48,22.07
32,140.66,83.75,455.00,18.28,22.46
32,173.48,88.32,368.92,25.77,21.59
32,160.00,83.57,400.01,21.10,23.05
32,173.56,77.66,368.74,21.53,23.80
32,176.70,77.11,362.19,23.33,23.31
32,166.40,82.80,384.62,20.07,22.21
32,153.88,82.17,415.90,22.51,22.21
