G,T_C,T_L,Theta,T_A,T_D
128,762.16,773.59,335.89,3353.53,6.36
128,791.66,609.82,323.37,3447.62,5.92
128,738.26,673.55,346.76,2919.76,4.86
128,793.50,590.64,322.62,3375.51,10.42
128,851.23,670.13,300.74,3003.96,4.96
128,753.22,579.86,339.87,3348.49,10.25
128,831.64,859.87,307.83,3128.37,7.59
128,786.78,692.69,325.38,3452.61,4.83
128,819.76,837.15,312.29,3253.43,4.94
128,795.46,654.96,321.83,3100.98,4.76
