Time,M_C,ExtFrag,IntFrag
1,1.40,10.91,1.11
2,1.54,8.59,0.73
3,1.71,6.66,0.41
4,1.71,6.66,0.41
5,1.71,6.66,0.40
6,0.37,6.53,0.00
7,1.34,11.59,1.34
8,1.47,9.92,0.92
9,1.63,7.52,0.53
10,1.71,6.76,0.41
11,1.70,6.76,0.40
12,1.70,6.76,0.40
13,0.01,11.33,0.00
14,1.40,11.03,1.13
15,1.54,8.76,0.76
16,1.69,6.71,0.42
17,1.78,6.56,0.41
18,1.77,6.56,0.40
19,0.43,6.50,0.00
20,1.40,11.19,1.27
21,1.53,9.66,0.90
22,1.69,7.17,0.48
23,1.75,6.71,0.41
24,1.74,6.71,0.40
25,0.41,6.65,0.00
26,1.39,11.05,1.34
27,1.52,9.75,0.94
28,1.67,7.41,0.55
29,1.79,6.48,0.41
30,1.78,6.48,0.40
31,1.78,6.48,0.40
32,0.37,10.53,0.00
33,1.43,10.87,1.19
34,1.57,9.22,0.85
35,1.72,7.02,0.48
36,1.78,6.57,0.41
37,1.77,6.57,0.40
38,0.44,6.40,0.00
39,1.43,11.17,1.24
40,1.55,9.73,0.94
41,1.69,7.38,0.55
42,1.79,6.51,0.41
43,1.78,6.51,0.40
44,1.78,6.51,0.40
45,1.43,10.95,1.34
46,1.50,10.42,1.08
47,1.63,8.56,0.77
48,1.78,6.34,0.41
49,1.81,6.34,0.41
50,1.80,6.34,0.40
51,0.13,10.67,0.00
52,1.44,10.91,1.34
53,1.52,10.29,1.06
54,1.65,8.44,0.74
55,1.78,6.40,0.41
56,1.81,6.37,0.41
57,1.80,6.37,0.40
58,1.80,6.37,0.40
59,0.47,6.30,0.00
60,1.44,10.85,1.34
61,1.50,10.48,1.10
62,1.62,8.62,0.78
63,1.71,7.28,0.56
64,1.82,6.27,0.41
65,1.82,6.27,0.40
66,1.82,6.27,0.40
