Time,M_C,ExtFrag,IntFrag
1,1.84,424.12,0.00
2,2.29,421.69,0.00
3,2.91,418.50,0.00
4,3.44,415.67,0.00
5,3.93,412.96,0.00
6,4.50,409.80,0.01
7,4.98,407.17,0.01
8,5.46,404.53,0.01
9,5.93,401.95,0.01
10,6.50,398.80,0.01
11,7.06,395.76,0.01
12,7.70,392.21,0.01
13,8.17,389.63,0.01
14,8.69,386.77,0.01
15,9.29,383.51,0.01
16,9.88,380.27,0.01
17,10.38,377.52,0.01
18,11.00,374.10,0.01
19,11.50,371.38,0.01
20,11.96,368.85,0.01
21,12.55,365.52,0.01
22,13.07,362.69,0.01
23,13.62,359.67,0.01
24,14.14,356.80,0.01
25,14.90,352.61,0.01
26,15.60,348.76,0.01
27,16.26,345.12,0.01
28,16.95,341.35,0.01
29,17.59,337.84,0.01
30,18.41,333.28,0.01
31,19.17,329.07,0.02
32,19.93,324.95,0.02
33,20.51,321.77,0.02
34,21.27,317.62,0.02
35,22.02,313.45,0.02
36,22.80,309.14,0.02
37,23.47,305.49,0.02
38,24.13,301.84,0.02
39,24.79,298.22,0.02
40,25.41,294.80,0.02
41,26.13,290.88,0.02
42,26.93,286.46,0.02
43,27.76,281.94,0.02
44,28.49,277.88,0.02
45,29.18,274.13,0.02
46,29.94,269.93,0.02
47,30.70,265.68,0.02
48,31.49,261.48,0.02
49,32.23,257.39,0.02
50,32.99,253.18,0.02
51,33.61,249.81,0.03
52,34.34,245.78,0.03
53,35.18,241.20,0.03
54,35.97,236.80,0.03
55,36.78,232.41,0.03
56,37.50,228.41,0.03
57,38.27,224.17,0.03
58,39.07,219.80,0.03
59,39.92,215.14,0.03
60,40.73,210.63,0.03
61,41.42,206.81,0.03
62,42.14,202.90,0.03
63,42.87,198.88,0.03
64,43.66,194.52,0.03
65,44.42,190.31,0.03
66,45.21,185.99,0.03
67,46.02,181.59,0.03
68,46.76,177.46,0.03
69,47.52,173.28,0.03
70,48.31,168.95,0.04
71,49.09,164.65,0.04
72,49.86,160.41,0.04
73,50.67,155.97,0.04
74,51.44,151.89,0.04
75,52.19,147.79,0.04
76,52.88,143.96,0.04
77,53.56,140.23,0.04
78,54.22,136.62,0.04
79,54.96,132.54,0.04
80,55.71,128.45,0.04
81,56.45,124.30,0.04
82,57.13,120.62,0.04
83,57.91,116.31,0.04
84,58.62,112.43,0.04
85,59.35,108.41,0.04
86,60.15,103.98,0.04
87,60.95,99.63,0.04
88,61.72,95.34,0.04
89,62.52,90.99,0.04
90,63.29,86.71,0.05
91,63.98,82.97,0.05
92,64.65,79.28,0.05
93,65.33,75.50,0.05
94,66.16,70.95,0.05
95,66.90,66.88,0.05
96,67.56,63.23,0.05
97,68.29,59.27,0.05
98,68.97,55.53,0.05
99,69.67,51.65,0.05
