G,T_C,T_L,Theta,T_A,T_D
256,928.51,777.64,551.42,117.69,145.87
256,997.61,842.00,513.23,139.34,126.78
256,1023.52,766.94,500.23,138.56,123.22
256,942.63,736.54,543.16,124.86,139.07
256,1037.51,793.88,493.49,140.31,143.93
256,952.06,801.38,537.78,136.94,137.37
256,1033.36,790.90,495.47,138.62,155.64
256,1050.91,795.34,487.20,143.30,152.17
256,1064.03,801.25,481.19,148.36,146.86
256,1008.70,775.89,507.58,130.97,169.08
