G,T_C,T_L,Theta,T_A,T_D
256,1559.13,1737.61,328.39,6715.39,11.11
256,1474.35,1075.34,347.27,6500.96,14.49
256,1530.97,1330.26,334.43,6604.61,11.21
256,1528.75,1640.58,334.91,6687.88,9.76
256,1667.88,1479.16,306.98,6925.25,19.65
256,1544.47,1367.07,331.51,6684.13,10.14
256,1600.05,1222.97,319.99,6406.51,10.05
256,1592.52,1600.63,321.50,6484.09,11.87
256,1829.04,1773.13,279.93,6782.57,9.83
256,1596.71,1445.11,320.66,6659.54,10.72
