G,T_C,T_L,Theta,T_A,T_D
16,65.26,907.59,2451.55,10.14,1.13
16,61.89,846.35,2585.13,9.67,1.02
16,61.08,843.05,2619.61,9.56,1.23
16,59.02,822.57,2710.80,8.96,1.10
16,56.26,819.77,2843.98,8.61,0.93
16,67.48,866.05,2371.03,10.85,1.27
16,70.34,902.83,2274.52,10.99,1.02
16,59.59,844.21,2684.82,8.54,0.74
16,57.75,815.85,2770.37,8.48,1.23
16,59.15,823.35,2704.82,8.85,0.71
