G,T_C,T_L,Theta,T_A,T_D
1,2.76,3.07,3620.79,0.53,0.25
1,3.10,3.54,3224.96,0.55,0.31
1,2.71,3.08,3692.01,0.45,0.22
1,2.72,3.16,3671.88,0.51,0.24
1,2.68,3.12,3736.37,0.46,0.14
1,2.64,2.96,3788.59,0.45,0.25
1,2.84,3.46,3519.44,0.41,0.20
1,2.83,3.14,3536.72,0.44,0.29
1,2.79,3.20,3587.99,0.54,0.21
1,3.07,3.60,3256.20,0.57,0.23
