G,T_C,T_L,Theta,T_A,T_D
16,80.24,983.38,1994.03,14.11,0.36
16,64.11,828.49,2495.77,11.08,0.38
16,76.13,974.75,2101.63,13.16,0.36
16,62.74,753.51,2550.08,10.99,0.36
16,76.26,951.32,2098.10,12.46,0.39
16,75.41,920.15,2121.74,13.86,0.36
16,77.45,982.68,2065.79,14.52,0.36
16,57.50,793.65,2782.56,10.62,0.38
16,75.37,800.20,2122.83,13.97,0.36
16,85.72,1063.12,1866.60,14.97,0.37
