Time,M_C,ExtFrag,IntFrag
1,0.14,167.20,0.00
2,0.21,167.13,0.00
3,0.29,167.05,0.00
4,0.37,166.96,0.00
5,0.45,166.88,0.00
6,0.52,166.80,0.00
7,0.59,166.73,0.00
8,0.66,166.66,0.00
9,0.74,166.58,0.00
10,0.80,166.52,0.00
11,0.87,166.45,0.00
12,0.93,166.38,0.00
13,1.00,166.30,0.00
14,1.07,166.24,0.00
15,1.15,166.16,0.00
16,1.22,166.09,0.00
17,1.29,166.01,0.00
18,1.37,165.93,0.00
19,1.45,165.85,0.00
20,1.54,165.77,0.00
21,1.60,165.70,0.00
22,1.66,165.64,0.00
23,1.76,165.54,0.00
24,1.84,165.45,0.00
25,1.91,165.38,0.00
26,1.98,165.31,0.00
27,2.05,165.24,0.00
28,2.13,165.16,0.00
29,2.20,165.09,0.00
30,2.29,165.01,0.00
31,2.35,164.94,0.00
32,2.42,164.87,0.00
33,2.49,164.79,0.00
34,2.56,164.72,0.00
35,2.64,164.65,0.00
36,2.71,164.57,0.00
37,2.77,164.51,0.00
38,2.84,164.42,0.00
39,2.91,164.36,0.00
40,2.98,164.29,0.00
41,3.04,164.22,0.00
42,3.10,164.16,0.00
43,3.19,164.08,0.00
44,3.27,163.99,0.00
45,3.35,163.91,0.00
46,3.43,163.83,0.00
47,3.51,163.75,0.00
48,3.59,163.66,0.00
49,3.67,163.58,0.00
50,3.74,163.51,0.00
51,3.81,163.44,0.00
52,3.89,163.35,0.00
53,3.97,163.27,0.00
54,4.05,163.20,0.00
55,4.13,163.12,0.00
56,4.21,163.03,0.00
57,4.30,162.95,0.00
58,4.37,162.88,0.00
59,4.45,162.80,0.00
60,4.53,162.72,0.00
61,4.61,162.63,0.00
62,4.68,162.55,0.00
63,4.77,162.46,0.00
64,4.85,162.38,0.00
65,4.92,162.31,0.00
66,4.99,162.24,0.00
67,5.08,162.15,0.00
68,5.16,162.07,0.01
69,5.24,161.98,0.01
70,5.32,161.91,0.01
71,5.39,161.84,0.01
72,5.46,161.77,0.01
73,5.53,161.70,0.01
74,5.61,161.62,0.01
75,5.69,161.52,0.01
76,5.76,161.45,0.01
77,5.85,161.37,0.01
78,5.93,161.29,0.01
79,6.01,161.21,0.01
80,6.09,161.13,0.01
81,6.16,161.05,0.01
82,6.24,160.97,0.01
83,6.31,160.90,0.01
84,6.40,160.80,0.01
85,6.46,160.74,0.01
86,6.53,160.67,0.01
87,6.60,160.60,0.01
88,6.67,160.53,0.01
89,6.75,160.45,0.01
90,6.84,160.36,0.01
91,6.92,160.28,0.01
92,7.00,160.19,0.01
93,7.09,160.10,0.01
94,7.17,160.02,0.01
95,7.25,159.95,0.01
96,7.32,159.88,0.01
97,7.38,159.81,0.01
98,7.46,159.73,0.01
99,7.54,159.65,0.01
100,7.61,159.58,0.01
101,7.68,159.51,0.01
102,7.76,159.43,0.01
103,7.83,159.36,0.01
104,7.91,159.27,0.01
105,7.99,159.19,0.01
106,8.08,159.10,0.01
107,8.16,159.02,0.01
108,8.25,158.94,0.01
109,8.32,158.87,0.01
110,8.39,158.78,0.01
111,8.45,158.72,0.01
112,8.53,158.65,0.01
113,8.60,158.57,0.01
114,8.69,158.47,0.01
115,8.78,158.38,0.01
116,8.86,158.30,0.01
117,8.93,158.23,0.01
118,9.02,158.15,0.01
119,9.09,158.07,0.01
120,9.16,158.00,0.01
121,9.24,157.92,0.01
122,9.32,157.84,0.01
123,9.40,157.76,0.01
124,9.48,157.68,0.01
125,9.56,157.59,0.01
126,9.62,157.53,0.01
127,9.70,157.46,0.01
128,9.76,157.39,0.01
129,9.83,157.32,0.01
130,9.91,157.24,0.01
131,9.98,157.17,0.01
132,10.04,157.11,0.01
133,10.12,157.03,0.01
134,10.19,156.95,0.01
135,10.27,156.88,0.01
136,10.34,156.80,0.01
137,10.42,156.73,0.01
138,10.49,156.66,0.01
139,10.56,156.58,0.01
140,10.63,156.51,0.01
141,10.70,156.44,0.01
142,10.78,156.36,0.01
143,10.85,156.29,0.01
144,10.91,156.22,0.01
145,10.98,156.15,0.01
146,11.05,156.09,0.01
147,11.11,156.02,0.01
148,11.17,155.96,0.01
149,11.24,155.90,0.01
150,11.32,155.81,0.01
151,11.41,155.72,0.01
152,11.50,155.63,0.01
153,11.59,155.54,0.01
154,11.68,155.45,0.01
155,11.77,155.34,0.01
156,11.88,155.24,0.01
157,11.98,155.14,0.01
158,12.08,155.04,0.01
159,12.18,154.93,0.01
160,12.28,154.83,0.01
161,12.38,154.73,0.01
162,12.48,154.63,0.01
163,12.58,154.53,0.01
164,12.69,154.42,0.01
165,12.78,154.33,0.01
166,12.88,154.23,0.01
167,12.99,154.11,0.01
168,13.09,154.01,0.01
169,13.18,153.91,0.01
170,13.28,153.82,0.01
171,13.39,153.71,0.01
172,13.49,153.60,0.01
173,13.60,153.50,0.01
174,13.69,153.41,0.01
175,13.79,153.30,0.01
176,13.88,153.21,0.01
177,13.98,153.10,0.01
178,14.08,153.00,0.01
179,14.19,152.89,0.01
180,14.29,152.80,0.01
181,14.39,152.70,0.01
182,14.50,152.59,0.01
183,14.59,152.48,0.01
184,14.69,152.38,0.01
185,14.78,152.30,0.01
186,14.88,152.20,0.01
187,14.99,152.09,0.01
188,15.09,151.99,0.01
189,15.18,151.89,0.01
190,15.28,151.79,0.02
191,15.38,151.69,0.02
192,15.49,151.59,0.02
193,15.58,151.49,0.02
194,15.67,151.39,0.02
195,15.78,151.28,0.02
196,15.87,151.19,0.02
197,15.97,151.09,0.02
198,16.07,150.98,0.02
199,16.17,150.89,0.02
200,16.27,150.78,0.02
201,16.37,150.68,0.02
202,16.48,150.57,0.02
203,16.58,150.48,0.02
204,16.67,150.38,0.02
205,16.76,150.29,0.02
206,16.87,150.19,0.02
207,16.96,150.08,0.02
208,17.10,149.95,0.02
209,17.20,149.84,0.02
210,17.30,149.73,0.02
211,17.40,149.63,0.02
212,17.50,149.54,0.02
213,17.59,149.45,0.02
214,17.69,149.34,0.02
215,17.79,149.25,0.02
216,17.89,149.15,0.02
217,17.98,149.05,0.02
218,18.07,148.95,0.02
219,18.17,148.86,0.02
220,18.27,148.76,0.02
221,18.36,148.67,0.02
222,18.46,148.56,0.02
223,18.56,148.46,0.02
224,18.67,148.34,0.02
225,18.77,148.24,0.02
226,18.87,148.15,0.02
227,18.96,148.05,0.02
228,19.06,147.95,0.02
229,19.16,147.84,0.02
230,19.25,147.74,0.02
231,19.35,147.65,0.02
232,19.46,147.55,0.02
233,19.52,147.48,0.02
234,19.61,147.40,0.02
235,19.67,147.33,0.02
236,19.75,147.25,0.02
237,19.83,147.16,0.02
238,19.90,147.09,0.02
239,19.97,147.02,0.02
240,20.03,146.96,0.02
241,20.10,146.89,0.02
242,20.18,146.81,0.02
243,20.26,146.73,0.02
244,20.35,146.63,0.02
245,20.45,146.53,0.02
246,20.54,146.45,0.02
247,20.63,146.36,0.02
248,20.72,146.26,0.02
249,20.84,146.14,0.02
250,20.94,146.04,0.02
251,21.04,145.94,0.02
252,21.15,145.83,0.02
253,21.24,145.73,0.02
254,21.34,145.64,0.02
255,21.43,145.55,0.02
256,21.51,145.46,0.02
257,21.61,145.36,0.02
258,21.70,145.27,0.02
259,21.78,145.19,0.02
260,21.86,145.10,0.02
261,21.95,145.01,0.02
262,22.05,144.91,0.02
263,22.13,144.83,0.02
264,22.22,144.74,0.02
265,22.29,144.66,0.02
266,22.37,144.59,0.02
267,22.51,144.44,0.02
268,22.66,144.29,0.02
269,22.74,144.22,0.02
270,22.83,144.12,0.02
271,22.92,144.03,0.02
272,23.00,143.95,0.02
273,23.09,143.85,0.02
274,23.20,143.75,0.02
275,23.29,143.65,0.02
276,23.39,143.55,0.02
277,23.49,143.45,0.02
278,23.60,143.34,0.02
279,23.71,143.23,0.02
280,23.82,143.12,0.02
281,23.92,143.02,0.02
282,24.02,142.91,0.02
283,24.13,142.80,0.02
284,24.22,142.70,0.02
285,24.33,142.60,0.02
286,24.42,142.51,0.02
287,24.49,142.44,0.02
288,24.57,142.35,0.02
289,24.67,142.26,0.02
290,24.75,142.16,0.02
291,24.84,142.09,0.02
292,24.93,141.99,0.02
293,25.03,141.88,0.02
294,25.12,141.80,0.02
295,25.21,141.70,0.02
296,25.30,141.62,0.02
297,25.38,141.54,0.03
298,25.46,141.45,0.03
299,25.55,141.35,0.03
300,25.63,141.27,0.03
301,25.72,141.17,0.03
302,25.82,141.08,0.03
303,25.90,140.99,0.03
304,26.00,140.89,0.03
305,26.09,140.80,0.03
306,26.17,140.72,0.03
307,26.28,140.61,0.03
308,26.35,140.54,0.03
309,26.42,140.47,0.03
310,26.49,140.39,0.03
311,26.57,140.32,0.03
312,26.65,140.23,0.03
313,26.73,140.16,0.03
314,26.82,140.07,0.03
315,26.90,139.98,0.03
316,26.99,139.89,0.03
317,27.06,139.82,0.03
318,27.15,139.73,0.03
319,27.23,139.65,0.03
320,27.31,139.57,0.03
321,27.38,139.49,0.03
322,27.47,139.41,0.03
323,27.56,139.32,0.03
324,27.64,139.23,0.03
325,27.72,139.16,0.03
326,27.80,139.07,0.03
327,27.90,138.97,0.03
328,27.98,138.88,0.03
329,28.07,138.80,0.03
330,28.14,138.73,0.03
331,28.22,138.64,0.03
332,28.30,138.56,0.03
333,28.37,138.49,0.03
334,28.45,138.41,0.03
335,28.53,138.33,0.03
336,28.61,138.25,0.03
337,28.67,138.17,0.03
338,28.75,138.09,0.03
339,28.82,138.02,0.03
340,28.90,137.95,0.03
341,28.97,137.87,0.03
342,29.08,137.77,0.03
343,29.15,137.69,0.03
344,29.23,137.61,0.03
345,29.30,137.53,0.03
346,29.38,137.46,0.03
347,29.46,137.38,0.03
348,29.54,137.30,0.03
349,29.63,137.20,0.03
350,29.72,137.12,0.03
351,29.80,137.03,0.03
352,29.90,136.93,0.03
353,29.99,136.84,0.03
354,30.07,136.76,0.03
355,30.15,136.68,0.03
356,30.23,136.60,0.03
357,30.30,136.53,0.03
358,30.37,136.45,0.03
359,30.46,136.37,0.03
360,30.52,136.30,0.03
361,30.60,136.23,0.03
362,30.69,136.13,0.03
363,30.77,136.05,0.03
364,30.84,135.98,0.03
365,30.92,135.90,0.03
366,31.00,135.81,0.03
367,31.07,135.74,0.03
368,31.15,135.66,0.03
369,31.24,135.57,0.03
370,31.32,135.48,0.03
371,31.40,135.41,0.03
372,31.47,135.34,0.03
373,31.54,135.27,0.03
374,31.62,135.20,0.03
375,31.70,135.11,0.03
376,31.78,135.03,0.03
377,31.85,134.96,0.03
378,31.92,134.88,0.03
379,32.01,134.80,0.03
380,32.08,134.71,0.03
381,32.18,134.62,0.03
382,32.27,134.52,0.03
383,32.35,134.45,0.03
384,32.43,134.37,0.03
385,32.52,134.28,0.03
386,32.59,134.20,0.03
387,32.67,134.12,0.03
388,32.76,134.03,0.03
389,32.85,133.95,0.03
390,32.94,133.85,0.03
391,33.02,133.77,0.03
392,33.10,133.68,0.03
393,33.19,133.59,0.03
394,33.26,133.52,0.03
395,33.35,133.44,0.03
396,33.42,133.36,0.03
397,33.50,133.27,0.03
398,33.57,133.20,0.03
399,33.65,133.12,0.03
400,33.72,133.05,0.03
401,33.80,132.98,0.03
402,33.88,132.90,0.03
403,33.96,132.81,0.03
404,34.05,132.73,0.03
405,34.13,132.65,0.03
406,34.20,132.57,0.03
407,34.26,132.51,0.03
408,34.35,132.42,0.03
409,34.42,132.34,0.03
410,34.49,132.27,0.03
411,34.58,132.19,0.03
412,34.65,132.11,0.03
413,34.74,132.02,0.03
414,34.82,131.94,0.03
415,34.90,131.85,0.03
416,34.99,131.77,0.03
417,35.09,131.66,0.03
418,35.17,131.58,0.03
419,35.26,131.49,0.03
420,35.35,131.41,0.03
421,35.42,131.33,0.03
422,35.49,131.26,0.04
423,35.57,131.19,0.04
424,35.64,131.11,0.04
425,35.72,131.02,0.04
426,35.79,130.95,0.04
427,35.88,130.86,0.04
428,35.95,130.79,0.04
429,36.03,130.70,0.04
430,36.12,130.62,0.04
431,36.20,130.54,0.04
432,36.28,130.46,0.04
433,36.36,130.38,0.04
434,36.44,130.29,0.04
435,36.52,130.21,0.04
436,36.60,130.13,0.04
437,36.68,130.05,0.04
438,36.77,129.96,0.04
439,36.84,129.89,0.04
440,36.92,129.80,0.04
441,37.01,129.72,0.04
442,37.09,129.63,0.04
443,37.19,129.54,0.04
444,37.25,129.47,0.04
445,37.34,129.38,0.04
446,37.42,129.30,0.04
447,37.50,129.22,0.04
448,37.58,129.14,0.04
449,37.67,129.05,0.04
450,37.74,128.98,0.04
451,37.83,128.88,0.04
452,37.91,128.80,0.04
453,37.99,128.71,0.04
454,38.06,128.64,0.04
455,38.15,128.55,0.04
456,38.23,128.48,0.04
457,38.31,128.40,0.04
458,38.39,128.31,0.04
459,38.47,128.23,0.04
460,38.55,128.15,0.04
461,38.63,128.06,0.04
462,38.71,127.98,0.04
463,38.80,127.90,0.04
464,38.87,127.83,0.04
465,38.96,127.74,0.04
466,39.03,127.66,0.04
467,39.11,127.59,0.04
468,39.17,127.51,0.04
469,39.26,127.43,0.04
470,39.34,127.35,0.04
471,39.42,127.27,0.04
472,39.50,127.19,0.04
473,39.57,127.12,0.04
474,39.64,127.05,0.04
475,39.72,126.97,0.04
476,39.78,126.90,0.04
477,39.87,126.81,0.04
478,39.95,126.73,0.04
479,40.06,126.62,0.04
480,40.14,126.53,0.04
481,40.22,126.45,0.04
482,40.29,126.38,0.04
483,40.37,126.30,0.04
484,40.48,126.19,0.04
485,40.56,126.11,0.04
486,40.64,126.03,0.04
487,40.72,125.95,0.04
488,40.80,125.87,0.04
489,40.88,125.78,0.04
490,40.96,125.70,0.04
491,41.04,125.62,0.04
492,41.12,125.54,0.04
493,41.20,125.45,0.04
494,41.29,125.37,0.04
495,41.37,125.28,0.04
496,41.46,125.20,0.04
497,41.53,125.12,0.04
498,41.61,125.04,0.04
499,41.70,124.95,0.04
500,41.78,124.88,0.04
501,41.86,124.79,0.04
502,41.94,124.71,0.04
503,42.03,124.62,0.04
504,42.10,124.54,0.04
505,42.19,124.45,0.04
506,42.25,124.39,0.04
507,42.33,124.30,0.04
508,42.41,124.23,0.04
509,42.50,124.14,0.04
510,42.58,124.05,0.04
511,42.66,123.98,0.04
512,42.75,123.89,0.04
513,42.82,123.82,0.04
514,42.90,123.73,0.04
515,43.00,123.64,0.04
516,43.09,123.55,0.04
517,43.17,123.46,0.04
518,43.25,123.38,0.04
519,43.34,123.28,0.04
520,43.42,123.20,0.04
521,43.51,123.12,0.04
522,43.57,123.05,0.04
523,43.66,122.96,0.04
524,43.75,122.88,0.04
525,43.82,122.80,0.04
526,43.90,122.72,0.04
527,43.98,122.64,0.04
528,44.07,122.55,0.04
529,44.14,122.48,0.04
530,44.22,122.39,0.04
531,44.30,122.30,0.04
532,44.39,122.23,0.04
533,44.47,122.15,0.04
534,44.55,122.06,0.04
535,44.62,121.98,0.04
536,44.70,121.91,0.04
537,44.77,121.84,0.04
538,44.85,121.76,0.04
539,44.93,121.68,0.04
540,45.01,121.60,0.04
541,45.08,121.52,0.04
542,45.16,121.44,0.04
543,45.24,121.36,0.04
544,45.32,121.28,0.04
545,45.40,121.20,0.04
546,45.47,121.12,0.04
547,45.55,121.05,0.04
548,45.62,120.97,0.05
549,45.69,120.91,0.05
550,45.76,120.83,0.05
551,45.85,120.74,0.05
552,45.91,120.68,0.05
553,45.99,120.60,0.05
554,46.06,120.53,0.05
555,46.14,120.44,0.05
556,46.23,120.34,0.05
557,46.32,120.26,0.05
558,46.40,120.18,0.05
559,46.47,120.11,0.05
560,46.55,120.03,0.05
561,46.62,119.95,0.05
562,46.69,119.88,0.05
563,46.77,119.80,0.05
564,46.85,119.72,0.05
565,46.93,119.62,0.05
566,47.01,119.55,0.05
567,47.10,119.46,0.05
568,47.18,119.38,0.05
569,47.26,119.30,0.05
570,47.35,119.21,0.05
571,47.43,119.12,0.05
572,47.51,119.04,0.05
573,47.59,118.96,0.05
574,47.67,118.88,0.05
575,47.74,118.81,0.05
576,47.82,118.73,0.05
577,47.89,118.66,0.05
578,47.97,118.57,0.05
579,48.06,118.49,0.05
580,48.14,118.40,0.05
581,48.20,118.34,0.05
582,48.28,118.26,0.05
583,48.37,118.17,0.05
584,48.44,118.10,0.05
585,48.51,118.03,0.05
586,48.60,117.95,0.05
587,48.67,117.87,0.05
588,48.75,117.79,0.05
589,48.83,117.70,0.05
590,48.91,117.62,0.05
591,49.01,117.52,0.05
592,49.09,117.45,0.05
593,49.16,117.38,0.05
594,49.24,117.28,0.05
595,49.32,117.21,0.05
596,49.40,117.12,0.05
597,49.48,117.05,0.05
598,49.55,116.98,0.05
599,49.62,116.90,0.05
600,49.71,116.80,0.05
601,49.78,116.74,0.05
602,49.85,116.67,0.05
603,49.94,116.58,0.05
604,50.03,116.48,0.05
605,50.10,116.41,0.05
606,50.17,116.34,0.05
607,50.24,116.28,0.05
608,50.30,116.20,0.05
609,50.39,116.12,0.05
610,50.45,116.05,0.05
611,50.52,115.98,0.05
612,50.60,115.90,0.05
613,50.67,115.84,0.05
614,50.75,115.75,0.05
615,50.84,115.66,0.05
616,50.90,115.60,0.05
617,50.98,115.52,0.05
618,51.07,115.43,0.05
619,51.14,115.36,0.05
620,51.23,115.27,0.05
621,51.30,115.20,0.05
622,51.37,115.12,0.05
623,51.44,115.05,0.05
624,51.53,114.96,0.05
625,51.61,114.88,0.05
626,51.69,114.80,0.05
627,51.76,114.73,0.05
628,51.84,114.65,0.05
629,51.91,114.59,0.05
630,51.98,114.51,0.05
631,52.07,114.41,0.05
632,52.15,114.34,0.05
633,52.23,114.25,0.05
634,52.32,114.16,0.05
635,52.39,114.09,0.05
636,52.46,114.02,0.05
637,52.55,113.93,0.05
638,52.62,113.85,0.05
639,52.71,113.77,0.05
640,52.80,113.67,0.05
641,52.90,113.57,0.05
642,52.99,113.48,0.05
643,53.06,113.41,0.05
644,53.14,113.33,0.05
645,53.21,113.27,0.05
646,53.32,113.15,0.05
647,53.42,113.05,0.05
648,53.49,112.98,0.05
649,53.57,112.90,0.05
650,53.65,112.81,0.05
651,53.74,112.72,0.05
652,53.81,112.65,0.05
653,53.90,112.56,0.05
654,53.97,112.49,0.05
655,54.07,112.39,0.05
656,54.16,112.29,0.05
657,54.25,112.20,0.05
658,54.32,112.12,0.05
659,54.42,112.02,0.05
660,54.62,111.83,0.05
661,54.78,111.66,0.05
662,54.87,111.57,0.05
663,54.97,111.47,0.05
664,55.06,111.38,0.05
665,55.19,111.24,0.05
666,55.30,111.13,0.05
667,55.37,111.06,0.05
668,55.45,110.98,0.05
669,55.54,110.90,0.05
670,55.61,110.82,0.05
671,55.69,110.73,0.05
672,55.77,110.66,0.06
673,55.85,110.59,0.06
674,55.95,110.46,0.06
675,56.05,110.36,0.06
676,56.15,110.27,0.06
677,56.24,110.17,0.06
678,56.32,110.09,0.06
679,56.43,109.98,0.06
680,56.52,109.88,0.06
681,56.63,109.77,0.06
682,56.71,109.70,0.06
683,56.82,109.53,0.06
684,56.92,109.43,0.06
685,57.02,109.33,0.06
686,57.11,109.23,0.06
687,57.20,109.14,0.06
688,57.28,109.06,0.06
689,57.38,108.96,0.06
690,57.48,108.86,0.06
691,57.58,108.76,0.06
692,57.69,108.65,0.06
693,57.79,108.55,0.06
694,57.89,108.45,0.06
695,57.99,108.34,0.06
696,58.08,108.24,0.06
697,58.17,108.16,0.06
698,58.25,108.07,0.06
699,58.33,108.00,0.06
700,58.42,107.91,0.06
701,58.50,107.82,0.06
702,58.57,107.75,0.06
703,58.66,107.66,0.06
704,58.72,107.59,0.06
705,58.81,107.52,0.06
706,58.89,107.43,0.06
707,58.99,107.33,0.06
708,59.06,107.26,0.06
709,59.13,107.18,0.06
710,59.22,107.09,0.06
711,59.31,107.00,0.06
712,59.41,106.90,0.06
713,59.50,106.81,0.06
714,59.59,106.72,0.06
715,59.68,106.63,0.06
716,59.77,106.54,0.06
717,59.85,106.45,0.06
718,59.93,106.37,0.06
719,60.02,106.28,0.06
720,60.10,106.20,0.06
721,60.18,106.12,0.06
722,60.27,106.03,0.06
723,60.35,105.95,0.06
724,60.44,105.86,0.06
725,60.52,105.77,0.06
726,60.61,105.68,0.06
727,60.68,105.61,0.06
728,60.78,105.52,0.06
729,60.86,105.43,0.06
730,60.94,105.35,0.06
731,61.02,105.27,0.06
732,61.11,105.18,0.06
733,61.21,105.08,0.06
734,61.32,104.96,0.06
735,61.41,104.88,0.06
736,61.50,104.78,0.06
737,61.57,104.70,0.06
738,61.65,104.63,0.06
739,61.73,104.55,0.06
740,61.81,104.46,0.06
741,61.89,104.38,0.06
742,61.98,104.29,0.06
743,62.07,104.20,0.06
744,62.15,104.11,0.06
745,62.23,104.04,0.06
746,62.30,103.97,0.06
747,62.36,103.91,0.06
748,62.44,103.83,0.06
749,62.53,103.73,0.06
750,62.61,103.66,0.06
751,62.69,103.57,0.06
752,62.77,103.49,0.06
