G,T_C,T_L,Theta,T_A,T_D
128,830.00,46976.22,1542.18,73.78,6.00
128,736.57,46194.45,1737.80,71.02,5.29
128,697.95,45114.95,1833.95,66.23,4.81
128,739.31,46377.63,1731.35,69.11,5.41
128,802.92,47492.52,1594.18,72.83,5.02
128,830.06,48273.31,1542.07,71.65,7.37
128,751.43,46762.13,1703.41,69.35,6.13
128,899.22,49014.65,1423.45,79.01,5.05
128,869.11,48430.69,1472.78,76.88,7.03
128,901.64,48967.76,1419.64,78.08,6.46
