G,T_C,T_L,Theta,T_A,T_D
32,149.54,3482.26,2139.95,29.65,0.90
32,155.17,3784.07,2062.27,30.49,0.90
32,158.01,3418.20,2025.17,32.89,0.91
32,167.89,3753.25,1906.04,31.65,0.91
32,156.08,3704.84,2050.26,30.98,0.90
32,155.33,3788.27,2060.18,32.09,0.91
32,165.50,3925.32,1933.48,31.34,0.90
32,146.81,3454.54,2179.65,29.47,0.90
32,124.47,2791.51,2570.92,27.61,0.90
32,141.79,3297.56,2256.82,29.09,0.90
