G,T_C,T_L,Theta,T_A,T_D
64,327.98,13690.54,1951.31,58.12,1.49
64,409.94,15585.72,1561.19,73.32,1.53
64,341.99,14441.02,1871.41,58.16,1.49
64,310.63,13373.52,2060.32,55.26,1.51
64,306.50,13676.47,2088.09,54.53,1.50
64,358.95,14772.92,1782.99,63.95,1.48
64,346.79,14373.98,1845.48,60.77,1.49
64,353.34,14377.54,1811.30,59.63,1.50
64,327.81,13963.71,1952.33,59.24,1.51
64,325.15,13857.17,1968.32,56.18,1.49
