Time,M_C,ExtFrag,IntFrag
1,0.26,2.46,0.00
2,0.52,2.20,0.00
3,0.08,2.67,0.00
4,0.28,2.45,0.00
5,0.51,2.21,0.00
6,0.06,2.65,0.00
7,0.30,2.40,0.00
8,0.56,2.13,0.00
9,0.16,2.55,0.00
10,0.39,2.30,0.00
11,0.62,2.01,0.00
12,0.19,2.52,0.00
13,0.44,2.27,0.00
14,0.04,2.66,0.00
15,0.29,2.41,0.00
16,0.55,2.14,0.00
17,0.12,2.60,0.00
18,0.36,2.34,0.00
19,0.60,2.10,0.00
20,0.16,2.52,0.00
21,0.42,2.25,0.00
22,0.63,1.98,0.00
23,0.19,2.49,0.00
24,0.44,2.23,0.00
25,0.02,2.60,0.00
26,0.24,2.43,0.00
27,0.45,2.22,0.00
28,0.59,1.99,0.00
