Time,M_C,ExtFrag,IntFrag
1,0.32,2.72,0.09
2,0.63,2.72,0.21
3,0.31,2.75,0.28
4,0.31,2.75,0.08
5,0.63,2.74,0.20
6,0.32,2.71,0.30
7,0.32,2.71,0.12
8,0.63,2.71,0.23
9,0.32,2.72,0.31
10,0.32,2.72,0.09
11,0.63,2.72,0.22
12,0.32,2.72,0.30
13,0.32,2.72,0.10
14,0.64,2.72,0.25
15,0.02,2.59,0.00
16,0.33,2.66,0.14
17,0.64,2.65,0.29
18,0.64,2.65,0.09
19,0.34,2.62,0.20
20,0.65,2.62,0.31
21,0.02,2.55,0.00
22,0.34,2.62,0.15
23,0.65,2.62,0.27
24,0.34,2.61,0.31
25,0.34,2.61,0.10
26,0.65,2.61,0.21
27,0.34,2.62,0.29
28,0.34,2.62,0.07
29,0.65,2.62,0.18
