G,T_C,T_L,Theta,T_A,T_D
256,1744.71,101658.00,1467.29,144.43,11.85
256,1690.93,102779.71,1513.96,142.59,13.30
256,1855.93,103885.20,1379.36,151.74,11.85
256,1802.99,102327.25,1419.86,152.35,10.04
256,1697.11,101179.86,1508.44,144.70,12.30
256,1674.05,101063.25,1529.23,141.16,12.71
256,1700.12,101972.01,1505.78,144.31,12.41
256,1625.97,101748.44,1574.45,136.23,10.83
256,1759.04,102016.52,1455.34,150.09,11.36
256,1726.70,102515.44,1482.59,144.24,11.66
