G,T_C,T_L,Theta,T_A,T_D
64,364.96,15812.67,1753.63,42.87,2.14
64,316.01,14351.50,2025.28,35.61,3.59
64,311.59,14044.82,2053.98,36.63,3.20
64,273.49,13181.90,2340.14,33.39,2.67
64,286.95,13670.36,2230.38,33.77,3.04
64,247.90,12608.09,2581.66,31.31,3.18
64,250.91,12792.86,2550.73,31.61,2.34
64,289.90,13516.11,2207.67,34.46,3.54
64,340.65,14818.51,1878.75,38.16,3.20
64,273.32,13255.42,2341.58,33.49,1.99
